Record Number,mbfc__Custom_Title__c,ADPDX_Archdiocesan_Assignment__c,Duty_Load__c,mbfc__Start_Date__c,mbfc__Completion_Date__c,Account_Ext_Id,mbfc__Person__r,mbfc__Context__r,mbfc__Use_Custom_Title__c,Archdpdx_Migration_Id__c,Archdpdx_Job_Id__c
661,Administrative Assistant,,,2018-09-01,2018-11-09,Organization_1,{'Adpdx_Migration_Id__c': '1562'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,661,49
660,Parochial Vicar,True,,2018-07-01,2023-07-07,Church_59,{'Adpdx_Migration_Id__c': '771'},{'Adpdx_Migration_Id__c': 'Church_59'},True,660,49
659,Academic Faculty,,,2018-08-20,,School_57,{'Adpdx_Migration_Id__c': '1551'},{'Adpdx_Migration_Id__c': 'School_57'},True,659,49
658,Support Services,,,2018-08-22,2018-11-09,Organization_1,{'Adpdx_Migration_Id__c': '1550'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,658,49
657,Tertianship Director,,,,2019-02-04,Religious_3,{'Adpdx_Migration_Id__c': '593'},{'Adpdx_Migration_Id__c': 'Religious_3'},True,657,49
655,Parochial Vicar,True,,2016-07-01,2019-06-30,Church_107,{'Adpdx_Migration_Id__c': '732'},{'Adpdx_Migration_Id__c': 'Church_107'},True,655,49
654,Chaplain,,,,2021-05-01,Organization_18,{'Adpdx_Migration_Id__c': '644'},{'Adpdx_Migration_Id__c': 'Organization_18'},True,654,49
653,Mercy Medical Center Chaplain,True,,,,Church_120,{'Adpdx_Migration_Id__c': '594'},{'Adpdx_Migration_Id__c': 'Church_120'},True,653,49
652,Chaplain,,,,2018-01-01,Organization_18,{'Adpdx_Migration_Id__c': '592'},{'Adpdx_Migration_Id__c': 'Organization_18'},True,652,49
650,Chaplain,True,,2005-09-15,,Organization_11,{'Adpdx_Migration_Id__c': '566'},{'Adpdx_Migration_Id__c': 'Organization_11'},True,650,49
649,Theology Professor,,,2018-07-15,2022-06-30,School_56,{'Adpdx_Migration_Id__c': '1543'},{'Adpdx_Migration_Id__c': 'School_56'},True,649,49
647,Bilingual Administrative Assistant,,,2018-08-06,2019-06-30,Organization_1,{'Adpdx_Migration_Id__c': '1547'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,647,49
646,Parochial Vicar,True,,2018-08-10,2018-09-30,Church_59,{'Adpdx_Migration_Id__c': '606'},{'Adpdx_Migration_Id__c': 'Church_59'},True,646,49
645,Pastor,True,,2018-10-18,2021-08-14,Church_23,{'Adpdx_Migration_Id__c': '1544'},{'Adpdx_Migration_Id__c': 'Church_23'},True,645,49
641,Staff,,,,2016-01-01,School_57,{'Adpdx_Migration_Id__c': '1140'},{'Adpdx_Migration_Id__c': 'School_57'},True,641,49
639,Staff,,,,2021-08-01,School_57,{'Adpdx_Migration_Id__c': '1539'},{'Adpdx_Migration_Id__c': 'School_57'},True,639,49
637,Staff - Director of Spiritual Formation,,,2018-09-05,,School_57,{'Adpdx_Migration_Id__c': '1026'},{'Adpdx_Migration_Id__c': 'School_57'},True,637,49
636,Admin,,,2018-07-17,2018-08-01,Organization_1,{'Adpdx_Migration_Id__c': '1537'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,636,49
635,Legal/HR Assistant,,,2018-07-23,2021-07-31,Organization_1,{'Adpdx_Migration_Id__c': '1536'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,635,49
634,Parochial Vicar,True,,2018-07-19,2018-10-15,Church_62,{'Adpdx_Migration_Id__c': '575'},{'Adpdx_Migration_Id__c': 'Church_62'},True,634,49
633,Administrator,True,,2016-07-15,2019-06-30,Church_146,{'Adpdx_Migration_Id__c': '667'},{'Adpdx_Migration_Id__c': 'Church_146'},True,633,49
632,Administrator,True,,,2018-11-04,Church_25,{'Adpdx_Migration_Id__c': '714'},{'Adpdx_Migration_Id__c': 'Church_25'},True,632,49
631,Administrator,True,,,2018-11-04,Church_24,{'Adpdx_Migration_Id__c': '714'},{'Adpdx_Migration_Id__c': 'Church_24'},True,631,49
630,Parochial Vicar,True,,2018-07-15,,Church_43,{'Adpdx_Migration_Id__c': '1526'},{'Adpdx_Migration_Id__c': 'Church_43'},True,630,49
629,Parochial Vicar,True,,2018-07-01,2020-06-30,Church_21,{'Adpdx_Migration_Id__c': '1525'},{'Adpdx_Migration_Id__c': 'Church_21'},True,629,49
627,Family Counselor/Administrative Coordinator,,,,2019-03-01,Organization_4,{'Adpdx_Migration_Id__c': '1524'},{'Adpdx_Migration_Id__c': 'Organization_4'},True,627,49
625,Administrator,True,,2018-07-01,2020-06-30,Church_18,{'Adpdx_Migration_Id__c': '667'},{'Adpdx_Migration_Id__c': 'Church_18'},True,625,49
624,Pastor,True,,2018-07-01,,Church_139,{'Adpdx_Migration_Id__c': '756'},{'Adpdx_Migration_Id__c': 'Church_139'},True,624,49
623,Pastor,True,,2018-07-01,,Church_151,{'Adpdx_Migration_Id__c': '699'},{'Adpdx_Migration_Id__c': 'Church_151'},True,623,49
622,Pastor,True,,2018-07-01,,Church_40,{'Adpdx_Migration_Id__c': '672'},{'Adpdx_Migration_Id__c': 'Church_40'},True,622,49
621,Pastor,True,,2018-07-01,,Church_12,{'Adpdx_Migration_Id__c': '672'},{'Adpdx_Migration_Id__c': 'Church_12'},True,621,49
620,Pastor,True,,2018-07-01,,Church_63,{'Adpdx_Migration_Id__c': '565'},{'Adpdx_Migration_Id__c': 'Church_63'},True,620,49
619,Pastor,True,,2018-07-01,,Church_75,{'Adpdx_Migration_Id__c': '804'},{'Adpdx_Migration_Id__c': 'Church_75'},True,619,49
618,Pastor,True,Full Time,2018-07-01,,Church_71,{'Adpdx_Migration_Id__c': '780'},{'Adpdx_Migration_Id__c': 'Church_71'},True,618,49
617,Parochial Vicar,True,,2018-07-01,2019-06-30,Church_125,{'Adpdx_Migration_Id__c': '1522'},{'Adpdx_Migration_Id__c': 'Church_125'},True,617,49
616,Administrator,True,,2018-07-01,2021-09-19,Church_46,{'Adpdx_Migration_Id__c': '1521'},{'Adpdx_Migration_Id__c': 'Church_46'},True,616,49
615,Pastor,True,,2018-07-01,2023-02-13,Church_79,{'Adpdx_Migration_Id__c': '1520'},{'Adpdx_Migration_Id__c': 'Church_79'},True,615,49
614,Pastor,True,,2018-07-01,,Church_88,{'Adpdx_Migration_Id__c': '1519'},{'Adpdx_Migration_Id__c': 'Church_88'},True,614,49
613,Administrator,True,,2018-07-01,,Church_150,{'Adpdx_Migration_Id__c': '1518'},{'Adpdx_Migration_Id__c': 'Church_150'},True,613,49
612,Administrator,True,,2018-07-01,,Church_91,{'Adpdx_Migration_Id__c': '1518'},{'Adpdx_Migration_Id__c': 'Church_91'},True,612,49
611,Administrator,True,,2018-07-01,2020-06-06,Church_135,{'Adpdx_Migration_Id__c': '884'},{'Adpdx_Migration_Id__c': 'Church_135'},True,611,49
610,Parochial Vicar,True,,2018-07-01,2021-06-30,Church_145,{'Adpdx_Migration_Id__c': '838'},{'Adpdx_Migration_Id__c': 'Church_145'},True,610,49
609,In Residence,True,,2018-07-01,2020-12-30,Church_61,{'Adpdx_Migration_Id__c': '656'},{'Adpdx_Migration_Id__c': 'Church_61'},True,609,49
608,In Residence,True,,2018-07-01,2019-06-30,Church_54,{'Adpdx_Migration_Id__c': '705'},{'Adpdx_Migration_Id__c': 'Church_54'},True,608,49
607,In Residence,True,,2018-07-01,2019-02-09,Church_84,{'Adpdx_Migration_Id__c': '715'},{'Adpdx_Migration_Id__c': 'Church_84'},True,607,49
606,In Residence,True,,2018-07-01,2019-07-01,Church_101,{'Adpdx_Migration_Id__c': '782'},{'Adpdx_Migration_Id__c': 'Church_101'},True,606,49
605,Tribunal Judge,True,,2018-07-01,,Organization_1,{'Adpdx_Migration_Id__c': '782'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,605,49
604,In Residence,True,,2018-07-01,2019-06-30,Church_76,{'Adpdx_Migration_Id__c': '888'},{'Adpdx_Migration_Id__c': 'Church_76'},True,604,49
603,Administrator,True,,2018-07-01,2018-12-18,Church_64,{'Adpdx_Migration_Id__c': '674'},{'Adpdx_Migration_Id__c': 'Church_64'},True,603,49
602,Administrator,True,,2018-07-01,2018-12-18,Church_52,{'Adpdx_Migration_Id__c': '674'},{'Adpdx_Migration_Id__c': 'Church_52'},True,602,49
601,Administrator,True,,2018-07-01,2021-06-30,Church_74,{'Adpdx_Migration_Id__c': '557'},{'Adpdx_Migration_Id__c': 'Church_74'},True,601,49
600,Administrator,True,,2018-07-01,2021-06-30,Church_8,{'Adpdx_Migration_Id__c': '557'},{'Adpdx_Migration_Id__c': 'Church_8'},True,600,49
599,Administrator,True,,2018-07-01,2020-06-30,Church_152,{'Adpdx_Migration_Id__c': '646'},{'Adpdx_Migration_Id__c': 'Church_152'},True,599,49
598,Administrator,True,,2018-07-01,2020-06-30,Church_29,{'Adpdx_Migration_Id__c': '646'},{'Adpdx_Migration_Id__c': 'Church_29'},True,598,49
597,Administrator,True,,2018-07-01,2020-06-30,Church_127,{'Adpdx_Migration_Id__c': '646'},{'Adpdx_Migration_Id__c': 'Church_127'},True,597,49
596,Administrator,True,,2018-07-01,2020-06-30,Church_104,{'Adpdx_Migration_Id__c': '848'},{'Adpdx_Migration_Id__c': 'Church_104'},True,596,49
595,Administrator,True,,2018-07-01,2021-06-30,Church_137,{'Adpdx_Migration_Id__c': '860'},{'Adpdx_Migration_Id__c': 'Church_137'},True,595,49
594,Administrator,True,,2018-07-01,2020-06-30,Church_16,{'Adpdx_Migration_Id__c': '634'},{'Adpdx_Migration_Id__c': 'Church_16'},True,594,49
593,Parochial Vicar,True,,2015-07-01,2018-06-30,Church_126,{'Adpdx_Migration_Id__c': '634'},{'Adpdx_Migration_Id__c': 'Church_126'},True,593,49
592,Administrator,True,,2018-07-01,2020-06-30,Church_95,{'Adpdx_Migration_Id__c': '653'},{'Adpdx_Migration_Id__c': 'Church_95'},True,592,49
591,Pastor,True,,2018-07-01,2021-07-31,Church_132,{'Adpdx_Migration_Id__c': '589'},{'Adpdx_Migration_Id__c': 'Church_132'},True,591,49
590,Pastor,True,,2018-07-01,,Church_126,{'Adpdx_Migration_Id__c': '755'},{'Adpdx_Migration_Id__c': 'Church_126'},True,590,49
589,Pastor,True,,2018-07-01,,Church_140,{'Adpdx_Migration_Id__c': '697'},{'Adpdx_Migration_Id__c': 'Church_140'},True,589,49
588,Pastor,True,,2018-07-01,,Church_38,{'Adpdx_Migration_Id__c': '697'},{'Adpdx_Migration_Id__c': 'Church_38'},True,588,49
587,Pastor,True,,2018-07-01,,Church_37,{'Adpdx_Migration_Id__c': '583'},{'Adpdx_Migration_Id__c': 'Church_37'},True,587,49
586,Pastor,True,,2018-07-01,,Church_87,{'Adpdx_Migration_Id__c': '750'},{'Adpdx_Migration_Id__c': 'Church_87'},True,586,49
585,Pastor,True,,2018-07-01,,Church_61,{'Adpdx_Migration_Id__c': '681'},{'Adpdx_Migration_Id__c': 'Church_61'},True,585,49
584,Pastor,True,,2018-07-01,2020-06-30,Church_106,{'Adpdx_Migration_Id__c': '830'},{'Adpdx_Migration_Id__c': 'Church_106'},True,584,49
583,Parochial Vicar,True,,2018-07-01,2019-06-30,Church_44,{'Adpdx_Migration_Id__c': '595'},{'Adpdx_Migration_Id__c': 'Church_44'},True,583,49
582,Parochial Vicar,True,,2018-07-01,2021-06-30,Church_9,{'Adpdx_Migration_Id__c': '664'},{'Adpdx_Migration_Id__c': 'Church_9'},True,582,49
581,Parochial Vicar,True,,2018-07-01,2021-06-30,Church_15,{'Adpdx_Migration_Id__c': '564'},{'Adpdx_Migration_Id__c': 'Church_15'},True,581,49
580,Parochial Vicar,True,,2018-07-01,2021-06-30,Church_119,{'Adpdx_Migration_Id__c': '564'},{'Adpdx_Migration_Id__c': 'Church_119'},True,580,49
579,Parochial Vicar,True,,2018-07-01,2021-06-30,Church_42,{'Adpdx_Migration_Id__c': '564'},{'Adpdx_Migration_Id__c': 'Church_42'},True,579,49
578,Parochial Vicar,True,,2018-07-01,2018-12-09,Church_34,{'Adpdx_Migration_Id__c': '803'},{'Adpdx_Migration_Id__c': 'Church_34'},True,578,49
577,Parochial Vicar,True,,2018-07-01,2018-12-09,Church_31,{'Adpdx_Migration_Id__c': '803'},{'Adpdx_Migration_Id__c': 'Church_31'},True,577,49
576,Deacon,True,,2010-11-06,2021-11-17,Church_2,{'Adpdx_Migration_Id__c': '183'},{'Adpdx_Migration_Id__c': 'Church_2'},True,576,49
575,Deacon,,,,2021-01-01,Church_138,{'Adpdx_Migration_Id__c': '1516'},{'Adpdx_Migration_Id__c': 'Church_138'},True,575,49
574,Deacon,,,,2021-01-01,Church_97,{'Adpdx_Migration_Id__c': '1516'},{'Adpdx_Migration_Id__c': 'Church_97'},True,574,49
573,In Residence,,,2009-01-01,2010-06-30,Church_83,{'Adpdx_Migration_Id__c': '698'},{'Adpdx_Migration_Id__c': 'Church_83'},True,573,49
572,Deacon,,,,1900-01-01,Church_110,{'Adpdx_Migration_Id__c': '891'},{'Adpdx_Migration_Id__c': 'Church_110'},True,572,49
571,Deacon,,,,1900-01-01,Church_110,{'Adpdx_Migration_Id__c': '892'},{'Adpdx_Migration_Id__c': 'Church_110'},True,571,49
570,Pastor,,,,,Church_138,{'Adpdx_Migration_Id__c': '822'},{'Adpdx_Migration_Id__c': 'Church_138'},True,570,49
569,Pastor,,,2018-04-17,,Church_110,{'Adpdx_Migration_Id__c': '586'},{'Adpdx_Migration_Id__c': 'Church_110'},True,569,49
568,Pastor,,,,2020-12-25,Church_97,{'Adpdx_Migration_Id__c': '640'},{'Adpdx_Migration_Id__c': 'Church_97'},True,568,49
567,Parochial Vicar,True,,,2018-06-30,Church_104,{'Adpdx_Migration_Id__c': '797'},{'Adpdx_Migration_Id__c': 'Church_104'},True,567,49
566,In Residence,,,,2020-08-01,Organization_14,{'Adpdx_Migration_Id__c': '1512'},{'Adpdx_Migration_Id__c': 'Organization_14'},True,566,49
564,In Residence,,,,2020-03-01,Organization_14,{'Adpdx_Migration_Id__c': '898'},{'Adpdx_Migration_Id__c': 'Organization_14'},True,564,49
562,Parochial Vicar,True,,2018-07-01,2020-06-30,Church_125,{'Adpdx_Migration_Id__c': '793'},{'Adpdx_Migration_Id__c': 'Church_125'},True,562,49
561,Parochial Vicar,True,,2018-07-01,2018-09-23,Church_101,{'Adpdx_Migration_Id__c': '538'},{'Adpdx_Migration_Id__c': 'Church_101'},True,561,49
560,Parochial Vicar,True,,2018-07-01,2020-06-30,Church_11,{'Adpdx_Migration_Id__c': '526'},{'Adpdx_Migration_Id__c': 'Church_11'},True,560,49
559,Faculty,,,,2021-08-01,School_57,{'Adpdx_Migration_Id__c': '789'},{'Adpdx_Migration_Id__c': 'School_57'},True,559,49
558,Archdiocesan Vicariate Liaison,,,,2020-08-31,Deanery_15,{'Adpdx_Migration_Id__c': '276'},{'Adpdx_Migration_Id__c': 'Deanery_15'},True,558,49
557,Archdiocesan Vicariate Liaison,,,,2020-07-01,Deanery_12,{'Adpdx_Migration_Id__c': '417'},{'Adpdx_Migration_Id__c': 'Deanery_12'},True,557,49
556,Archdiocesan Vicariate Liaison,,,,2021-07-01,Deanery_7,{'Adpdx_Migration_Id__c': '384'},{'Adpdx_Migration_Id__c': 'Deanery_7'},True,556,49
555,Archdiocesan Vicariate Liaison,,,,2021-07-01,Deanery_1,{'Adpdx_Migration_Id__c': '384'},{'Adpdx_Migration_Id__c': 'Deanery_1'},True,555,49
554,Archdiocesan Vicariate Liaison,,,,2019-01-01,Deanery_11,{'Adpdx_Migration_Id__c': '1496'},{'Adpdx_Migration_Id__c': 'Deanery_11'},True,554,49
553,Archdiocesan Vicariate Liaison,,,,2021-07-01,Deanery_8,{'Adpdx_Migration_Id__c': '513'},{'Adpdx_Migration_Id__c': 'Deanery_8'},True,553,49
552,Archdiocesan Vicariate Liaison,,,,2021-07-01,Deanery_3,{'Adpdx_Migration_Id__c': '508'},{'Adpdx_Migration_Id__c': 'Deanery_3'},True,552,49
551,Archdiocesan Vicariate Liaison,,,,2020-08-31,Deanery_18,{'Adpdx_Migration_Id__c': '276'},{'Adpdx_Migration_Id__c': 'Deanery_18'},True,551,49
550,Archdiocesan Vicariate Liaison,,,,2020-08-31,Deanery_16,{'Adpdx_Migration_Id__c': '1461'},{'Adpdx_Migration_Id__c': 'Deanery_16'},True,550,49
549,Archdiocesan Vicariate Liaison,,,,2019-09-15,Deanery_5,{'Adpdx_Migration_Id__c': '1481'},{'Adpdx_Migration_Id__c': 'Deanery_5'},True,549,49
548,Archdiocesan Vicariate Liaison,,,,2021-07-01,Deanery_17,{'Adpdx_Migration_Id__c': '384'},{'Adpdx_Migration_Id__c': 'Deanery_17'},True,548,49
547,Archdiocesan Vicariate Liaison,,,,2019-09-01,Deanery_14,{'Adpdx_Migration_Id__c': '1485'},{'Adpdx_Migration_Id__c': 'Deanery_14'},True,547,49
546,Archdiocesan Vicariate Liaison,,,,2020-07-01,Deanery_10,{'Adpdx_Migration_Id__c': '417'},{'Adpdx_Migration_Id__c': 'Deanery_10'},True,546,49
545,Archdiocesan Vicariate Liaison,,,,2019-09-15,Deanery_4,{'Adpdx_Migration_Id__c': '1481'},{'Adpdx_Migration_Id__c': 'Deanery_4'},True,545,49
544,Archdiocesan Vicariate Liaison,,,,2021-07-01,Deanery_6,{'Adpdx_Migration_Id__c': '513'},{'Adpdx_Migration_Id__c': 'Deanery_6'},True,544,49
543,Archdiocesan Vicariate Liaison,,,,2019-09-01,Deanery_13,{'Adpdx_Migration_Id__c': '1485'},{'Adpdx_Migration_Id__c': 'Deanery_13'},True,543,49
542,Archdiocesan Vicariate Liaison,,,,2020-08-31,Deanery_2,{'Adpdx_Migration_Id__c': '1461'},{'Adpdx_Migration_Id__c': 'Deanery_2'},True,542,49
541,Archdiocesan Vicariate Liaison,,,,2019-01-01,Deanery_9,{'Adpdx_Migration_Id__c': '1496'},{'Adpdx_Migration_Id__c': 'Deanery_9'},True,541,49
540,Deacon,True,,2018-07-01,2018-12-11,Church_146,{'Adpdx_Migration_Id__c': '525'},{'Adpdx_Migration_Id__c': 'Church_146'},True,540,49
539,Deacon,True,,2018-07-01,2018-08-31,Church_42,{'Adpdx_Migration_Id__c': '535'},{'Adpdx_Migration_Id__c': 'Church_42'},True,539,49
538,Associate Professor,,,,,School_56,{'Adpdx_Migration_Id__c': '576'},{'Adpdx_Migration_Id__c': 'School_56'},True,538,49
537,"Campus Ministry, Pastoral Resident",,,2018-04-08,,School_56,{'Adpdx_Migration_Id__c': '1446'},{'Adpdx_Migration_Id__c': 'School_56'},True,537,49
536,University Archives and Museum,,,,,School_56,{'Adpdx_Migration_Id__c': '726'},{'Adpdx_Migration_Id__c': 'School_56'},True,536,49
535,Professor Emeritus,,,,,School_56,{'Adpdx_Migration_Id__c': '832'},{'Adpdx_Migration_Id__c': 'School_56'},True,535,49
534,President,,,2011-07-01,2021-06-30,School_56,{'Adpdx_Migration_Id__c': '777'},{'Adpdx_Migration_Id__c': 'School_56'},True,534,49
533,Department Chair,,,,2019-07-21,School_56,{'Adpdx_Migration_Id__c': '596'},{'Adpdx_Migration_Id__c': 'School_56'},True,533,49
532,"Assistant Professor, Pastoral Resident",,,,,School_56,{'Adpdx_Migration_Id__c': '617'},{'Adpdx_Migration_Id__c': 'School_56'},True,532,49
531,Vice President for University Relations,,,,2018-06-01,School_56,{'Adpdx_Migration_Id__c': '658'},{'Adpdx_Migration_Id__c': 'School_56'},True,531,49
530,Special Assistant to VP for University Relations,,,2013-07-01,,School_56,{'Adpdx_Migration_Id__c': '629'},{'Adpdx_Migration_Id__c': 'School_56'},True,530,49
529,Assistant Professor,,,,2022-06-30,School_56,{'Adpdx_Migration_Id__c': '591'},{'Adpdx_Migration_Id__c': 'School_56'},True,529,49
528,Instructor,,,,,School_56,{'Adpdx_Migration_Id__c': '801'},{'Adpdx_Migration_Id__c': 'School_56'},True,528,49
527,Professor,,,2006-02-28,,School_56,{'Adpdx_Migration_Id__c': '588'},{'Adpdx_Migration_Id__c': 'School_56'},True,527,49
526,Performing and Fine Arts Instructor,,,2005-07-01,,School_56,{'Adpdx_Migration_Id__c': '761'},{'Adpdx_Migration_Id__c': 'School_56'},True,526,49
525,VP for Student Affairs,,,,,School_56,{'Adpdx_Migration_Id__c': '686'},{'Adpdx_Migration_Id__c': 'School_56'},True,525,49
523,Chaplain,True,,2016-10-01,,Organization_11,{'Adpdx_Migration_Id__c': '1514'},{'Adpdx_Migration_Id__c': 'Organization_11'},True,523,49
522,Grounds Superintendant,,,,,Organization_4,{'Adpdx_Migration_Id__c': '1513'},{'Adpdx_Migration_Id__c': 'Organization_4'},True,522,49
521,Parochial Vicar,True,,,2018-12-21,Church_32,{'Adpdx_Migration_Id__c': '630'},{'Adpdx_Migration_Id__c': 'Church_32'},True,521,49
520,Parochial Vicar,True,Full Time,2016-07-01,2017-06-30,Church_46,{'Adpdx_Migration_Id__c': '718'},{'Adpdx_Migration_Id__c': 'Church_46'},True,520,49
519,"Reporter, Spanish Language",,,,2019-03-01,Organization_3,{'Adpdx_Migration_Id__c': '1510'},{'Adpdx_Migration_Id__c': 'Organization_3'},True,519,49
518,Reporter/Photographer,,,,1900-01-01,Organization_3,{'Adpdx_Migration_Id__c': '1509'},{'Adpdx_Migration_Id__c': 'Organization_3'},True,518,49
517,Advertising Representative,,,,2022-09-30,Organization_3,{'Adpdx_Migration_Id__c': '1508'},{'Adpdx_Migration_Id__c': 'Organization_3'},True,517,49
516,Advertising Representative,,,,2021-03-01,Organization_3,{'Adpdx_Migration_Id__c': '1507'},{'Adpdx_Migration_Id__c': 'Organization_3'},True,516,49
515,Reporter,,,,2021-11-19,Organization_3,{'Adpdx_Migration_Id__c': '1506'},{'Adpdx_Migration_Id__c': 'Organization_3'},True,515,49
514,Special Projects Reporter,,,,1900-01-01,Organization_3,{'Adpdx_Migration_Id__c': '1505'},{'Adpdx_Migration_Id__c': 'Organization_3'},True,514,49
513,Staff Writer,,,,2022-09-30,Organization_3,{'Adpdx_Migration_Id__c': '1504'},{'Adpdx_Migration_Id__c': 'Organization_3'},True,513,49
512,Managing Editor,,,,2022-12-02,Organization_3,{'Adpdx_Migration_Id__c': '1503'},{'Adpdx_Migration_Id__c': 'Organization_3'},True,512,49
511,Senior Cemetery Counselor and Funeral Director,,,,1900-01-01,Organization_4,{'Adpdx_Migration_Id__c': '1502'},{'Adpdx_Migration_Id__c': 'Organization_4'},True,511,49
508,Outreach and Special Projects Coordinator,,,,2021-05-01,Organization_4,{'Adpdx_Migration_Id__c': '1499'},{'Adpdx_Migration_Id__c': 'Organization_4'},True,508,49
507,Family Counselor/Outreach Coordinator,,,,2018-05-01,Organization_4,{'Adpdx_Migration_Id__c': '1498'},{'Adpdx_Migration_Id__c': 'Organization_4'},True,507,49
506,Director of Cemeteries and Funeral Services,,,,2021-05-01,Organization_4,{'Adpdx_Migration_Id__c': '1497'},{'Adpdx_Migration_Id__c': 'Organization_4'},True,506,49
505,"Coordinator, Pastoral Services",,,,,Organization_6,{'Adpdx_Migration_Id__c': '1496'},{'Adpdx_Migration_Id__c': 'Organization_6'},True,505,49
504,Administrative Assistant,,,,2022-01-01,Organization_1,{'Adpdx_Migration_Id__c': '1495'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,504,49
503,Office Administrator,,,,2022-07-06,Organization_1,{'Adpdx_Migration_Id__c': '1494'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,503,49
502,Property Manager,,,,2020-08-27,Organization_1,{'Adpdx_Migration_Id__c': '1493'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,502,49
501,"Director, Human Resources",,,,,Organization_1,{'Adpdx_Migration_Id__c': '1492'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,501,49
500,"Case Instructor, Auditor",,,,,Organization_1,{'Adpdx_Migration_Id__c': '1491'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,500,49
499,Senior Accountant,,,,,Organization_1,{'Adpdx_Migration_Id__c': '1490'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,499,49
498,Development Assistant,,,,2022-08-29,Organization_1,{'Adpdx_Migration_Id__c': '1489'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,498,49
497,Communications Specialist,,,,2018-06-18,Organization_1,{'Adpdx_Migration_Id__c': '1488'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,497,49
496,Development Associate,,,,2023-10-19,Organization_1,{'Adpdx_Migration_Id__c': '1487'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,496,49
495,Payroll Accountant,,,,,Organization_1,{'Adpdx_Migration_Id__c': '1486'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,495,49
494,"Coordinator, Youth and Young Adult Ministry",,,,2019-09-30,Organization_1,{'Adpdx_Migration_Id__c': '1485'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,494,49
493,Archivist,,,,,Organization_1,{'Adpdx_Migration_Id__c': '1484'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,493,49
492,Receptionist,,,,2020-08-31,Organization_1,{'Adpdx_Migration_Id__c': '1483'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,492,49
491,Administrative Assistant,,,,2020-08-31,Organization_1,{'Adpdx_Migration_Id__c': '1482'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,491,49
490,"Coordinator, People with Disabilities",,,,2022-08-19,Organization_1,{'Adpdx_Migration_Id__c': '1481'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,490,49
489,Associate Superintendent,,,,2019-06-30,Organization_1,{'Adpdx_Migration_Id__c': '1480'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,489,49
488,Senior Financial Analyst,,,,,Organization_1,{'Adpdx_Migration_Id__c': '1479'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,488,49
487,Administrative Assistant,,,,,Organization_1,{'Adpdx_Migration_Id__c': '1478'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,487,49
486,Design Coordinator,,,,2022-08-05,Organization_1,{'Adpdx_Migration_Id__c': '1477'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,486,49
485,"Coordinator, Catholic Deaf Ministries",,,,2019-05-02,Organization_1,{'Adpdx_Migration_Id__c': '1476'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,485,49
484,Administrative Assistant,,,2019-05-01,2019-07-01,Organization_1,{'Adpdx_Migration_Id__c': '1475'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,484,49
483,Bilingual Administrative Assistant,,,,2018-08-01,Organization_1,{'Adpdx_Migration_Id__c': '1474'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,483,49
482,Internal Auditor,,,,2020-08-31,Organization_1,{'Adpdx_Migration_Id__c': '1473'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,482,49
481,Risk Manager,,,,2019-06-30,Organization_1,{'Adpdx_Migration_Id__c': '1472'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,481,49
480,General Counsel,,,,,Organization_1,{'Adpdx_Migration_Id__c': '1471'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,480,49
479,Accountant,,,,2023-07-01,Organization_1,{'Adpdx_Migration_Id__c': '1470'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,479,49
478,Risk Management,,,,,Organization_1,{'Adpdx_Migration_Id__c': '1469'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,478,49
477,Administrative Assistant,,,,2023-12-19,Organization_1,{'Adpdx_Migration_Id__c': '1468'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,477,49
476,Media Services Specialist,,,,2018-08-01,Organization_1,{'Adpdx_Migration_Id__c': '1467'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,476,49
