RecordNumber,mbfc__Register_Entry_Type__c,mbfc__Type__c,mbfc__Notation_Type__c,mbfc__Ordination_Type__c,Date,Place,Prelate,mbfc__Matrimonial_Wife__c
2005,Notation,,Notice of Holy Orders,Minor Order: Reader,2016-03-01,,,
2005,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2017-05-16,,,
890,Notation,,Notice of Holy Orders,Presbyteral,1959-06-10,,,
865,Notation,,Notice of Holy Orders,Presbyteral,2007-06-02,"St. Dominic Priory, San Francisco",Most Rev. Allen Vigneron,
453,Notation,,Proof of Baptism,,1942-09-22,"St. Emydius Church, Lynwood, California",,
453,Notation,,Notice of Matrimony,,1982-09-22,,,0
535,Notation,,Notice of Holy Orders,Diaconate,2018-05-19,"Cathedral of the Immaculate Conception, Portland, OR",,
535,Notation,,Notice of Holy Orders,Presbyteral,2019-06-15,"Cathedral of the Immaculate Conception, Portland, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
535,Notation,,Notice of Holy Orders,Minor Order: Reader,2015-02-09,,,
535,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2016-03-01,,,
535,Notation,,Notice of Holy Orders,Installation: Candidate,2017-10-26,,,
1140,Notation,,Notice of Holy Orders,Presbyteral,1963-12-18,"Rome, Italy",,
2839,Notation,,Proof of Baptism,,1976-07-04,"Blessed Sacrament, Cornwall, Ontario, Canada",,
2839,Notation,,Notice of Confirmation,,2008-12-06,"Immaculate Conception Chapel, American College, Leuven, Belgium",,
2839,Notation,,Notice of Matrimony,,2000-08-19,"Lutheran Church, Regina, Saskatchewan, Canada",,2840
2839,Notation,,Notice of Holy Orders,Minor Order: Reader,2024-05-19,,,
2839,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2024-05-19,,,
700,Notation,,Notice of Holy Orders,Presbyteral,1985-10-04,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Cornelius M. Power,
2030,Notation,,Proof of Baptism,,1983-07-31,"Tedim, Myanmar",,
2030,Notation,,Notice of Matrimony,,2012-04-21,,,0
1144,Notation,,Notice of Holy Orders,Presbyteral,1970-06-13,St. Charles Parish,Most Rev. Robert Dwyer,
3338,Notation,,Notice of Holy Orders,Presbyteral,2009-12-30,"Cathedral of Namcheon, Busan, South Korea",Most Rev. Paul Hwang,
2740,Notation,,Notice of Confirmation,,1983-08-21,,,
2740,Notation,,Notice of Holy Orders,Presbyteral,2015-01-10,"St. Joseph Vietnamese Church, Dallas, TX",,
1543,Notation,,Notice of Holy Orders,Presbyteral,1988-04-09,,,
767,Notation,,Notice of Holy Orders,Presbyteral,1996-07-12,"Cathedral of the Immaculate Conception, Portland, OR","Most Rev. Francis E. George, OMI",
48,Notation,,Proof of Baptism,,1944-05-06,"Our Divine Savior, Salt Lake City UT",,
48,Notation,,Notice of Matrimony,,1964-09-27,,,0
48,Notation,,Notice of Holy Orders,Minor Order: Reader,2007-11-03,,,
48,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2008-10-25,,,
668,Notation,,Notice of Holy Orders,Presbyteral,1965-04-19,"Rome, Italy",Bishop Canestri,
1998,Notation,,Proof of Baptism,,1952-08-24,"St. Rose of Lima Parish, St. Louis, MO",,
1998,Notation,,Notice of Confirmation,,1960-10-07,"St. Gregory Parish, St. Ann, MO",,
1998,Notation,,Notice of Matrimony,,1975-04-18,,,2010
1998,Notation,,Notice of Holy Orders,Diaconate,2010-02-06,"Cathedral of Christ the King, Atlanta, GA",,
1791,Notation,,Notice of Matrimony,,2017-08-19,,,0
3480,Notation,,Proof of Baptism,,2014-06-08,,,
536,Notation,,Proof of Baptism,,1996-05-19,"First United Methodist Church, Roseburg, OR",,
536,Notation,,Notice of Confirmation,,2012-04-27,"St. Joseph Parish, Roseburg, OR",,
536,Notation,,Notice of Profession of Faith,,2012-04-27,"St. Joseph Parish, Roseburg, OR",,
536,Notation,,Notice of Holy Orders,Diaconate,2022-05-21,"St. Mary’s Cathedral of the Immaculate Conception, Portland, OR",,
536,Notation,,Notice of Holy Orders,Presbyteral,2023-06-03,"St. Mary’s Cathedral of the Immaculate Conception, Portland, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
536,Notation,,Notice of Holy Orders,Minor Order: Reader,2018-11-07,,,
536,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2019-11-06,,,
536,Notation,,Notice of Holy Orders,Installation: Candidate,2022-02-16,,,
640,Notation,,Notice of Holy Orders,Presbyteral,1973-05-12,"St. Wenceslaus, Scappoose, OR",Most Rev. Robert J. Dwyer,
701,Notation,,Notice of Holy Orders,Presbyteral,1976-05-15,"St. Paul the Apostle, New York, NY",Cardinal Francis Cooke,
301,Notation,,Proof of Baptism,,1975-04-06,"Epiphany Catholic Church, Normal IL",,
301,Notation,,Notice of Matrimony,,1999-02-13,,,147
301,Notation,,Notice of Holy Orders,Diaconate,2010-11-06,"Cathedral of the Immaculate Conception, Portland, OR",,
301,Notation,,Notice of Holy Orders,Minor Order: Reader,2009-10-31,,,
301,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2009-10-31,,,
301,Notation,,Notice of Holy Orders,Installation: Candidate,2010-06-23,,,
851,Notation,,Notice of Holy Orders,Presbyteral,1990-06-30,"Alhambra, CA",Most Rev. Juan Arzube,
57,Notation,,Proof of Baptism,,1935-07-30,"Sacred Heart Ukranian Catholic Church, Ituna, Saskatchewan, Canada",,
57,Notation,,Notice of Matrimony,,1964-07-19,,,17
57,Notation,,Notice of Holy Orders,Diaconate,1997-11-29,"Cathedral of the Immaculate Conception, Portland, OR",,
57,Notation,,Notice of Holy Orders,Minor Order: Reader,1996-08-03,,,
57,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1996-08-03,,,
57,Notation,,Notice of Holy Orders,Installation: Candidate,1997-07-12,,,
292,Notation,,Notice of Matrimony,,2002-08-05,,,0
1158,Notation,,Notice of Holy Orders,Presbyteral,1963-05-25,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Edward Daniel Howard,
29,Notation,,Proof of Baptism,,1950-03-26,"St. Clement, Minneapolis MN",,
29,Notation,,Notice of Matrimony,,1974-05-04,,,160
29,Notation,,Notice of Holy Orders,Diaconate,2013-10-26,"Cathedral of the Immaculate Conception, Portland, OR",,
29,Notation,,Notice of Holy Orders,Minor Order: Reader,2010-11-06,,,
29,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2011-10-29,,,
29,Notation,,Notice of Holy Orders,Installation: Candidate,2012-11-03,,,
3055,Notation,,Notice of Holy Orders,Diaconate,2023-08-27,,,
3055,Notation,,Notice of Holy Orders,Presbyteral,2024-04-06,"Notre Dame, South Bend, IN",,
2864,Notation,,Proof of Baptism,,1982-04-25,"St. James Catholic Church, Falls Church, VA",,
2864,Notation,,Notice of Holy Orders,Diaconate,2020-06-20,"Saint Ignace Catholic Church, Paris, France",,
2864,Notation,,Notice of Holy Orders,Presbyteral,2021-06-12,"Blessed Sacrament Parish, Hollywood, CA",,
2864,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2013-11-15,,,
825,Notation,,Notice of Holy Orders,Presbyteral,1956-05-19,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Edward D. Howard,
768,Notation,,Notice of Holy Orders,Presbyteral,2000-07-01,Portland,Most Rev. John G. Vlazny,
653,Notation,,Notice of Holy Orders,Presbyteral,2015-06-05,"Cathedral of the Immaculate Conception, Portland, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
3072,Notation,,Notice of Holy Orders,Presbyteral,2016-06-19,,,
771,Notation,,Notice of Holy Orders,Presbyteral,2012-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
2762,Notation,,Notice of Holy Orders,Presbyteral,2013-06-08,"Blessed Sacrament Church, Hollywood, CA",,
1610,Notation,,Notice of Holy Orders,Presbyteral,2002-12-31,"Holy Cross Forane Church, Alappuzha, India",Most Rev. Mathew Vaniakizhakkel,
2067,Notation,,Notice of Holy Orders,Presbyteral,1999-07-04,"Kambuga Parish, Kabale Diocese, Uganda",Most Rev. Robert M. Gay,
744,Notation,,Notice of Holy Orders,Presbyteral,2005-03-12,"Villa Dolores, Cordoba, Argentina",Msgr. Cmar F. Colome,
547,Notation,,Notice of Holy Orders,Diaconate,2023-05-20,"St. Mary Cathedral of the Immaculate Conception, Portland, OR",,
547,Notation,,Notice of Holy Orders,Presbyteral,2024-06-22,"St. Mary Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Alexander K.Sample,
547,Notation,,Notice of Holy Orders,Minor Order: Reader,2020-02-11,,,
547,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2021-03-10,,,
547,Notation,,Notice of Holy Orders,Installation: Candidate,2022-10-26,,,
3427,Notation,,Notice of Holy Orders,Diaconate,2024-06-24,"St. Francis Xavier Parish, Vancouver, BC, Canada",,
1545,Notation,,Notice of Matrimony,,2013-02-06,,,0
852,Notation,,Notice of Holy Orders,Presbyteral,2009-06-13,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
866,Notation,,Notice of Holy Orders,Presbyteral,1984-06-29,"St. Helena Cathedral, Helena, MT",Most Rev. Elden Curtiss,
55,Notation,,Proof of Baptism,,1958-06-25,"St. Patrick’s Church, North Hollywood, CA",,
55,Notation,,Notice of Holy Orders,Diaconate,2009-10-31,"Cathedral of the Immaculate Conception, Portland, OR",,
55,Notation,,Notice of Holy Orders,Minor Order: Reader,2005-11-05,,,
55,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2006-12-09,,,
55,Notation,,Notice of Holy Orders,Installation: Candidate,2008-10-25,,,
769,Notation,,Notice of Holy Orders,Presbyteral,1961-04-03,"Messina, Italy",Most Rev. Francis Ricceri,
580,Notation,,Notice of Holy Orders,Presbyteral,2014-06-14,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
853,Notation,,Notice of Holy Orders,Presbyteral,2009-06-13,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
1515,Notation,,Notice of Holy Orders,Presbyteral,2015-06-19,Mt. Angel Abbey,,
2008,Notation,,Notice of Holy Orders,Presbyteral,2017-08-04,Mt. Angel Abbey,,
476,Notation,,Proof of Baptism,,1965-05-15,"Noi Ha Church, Noi Ha, Da Nang, Viet Nam",,
476,Notation,,Notice of Confirmation,,1975-10-05,,,
476,Notation,,Notice of Matrimony,,1995-02-25,,,0
770,Notation,,Notice of Holy Orders,Presbyteral,2014-06-06,"Cathedral of the Immaculate Conception, Portland, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
37,Notation,,Proof of Baptism,,1973-01-01,"Victoria Ave. Church of Christ, Riverside CA",,
37,Notation,,Notice of Matrimony,,1981-09-04,,,0
124,Notation,,Notice of Matrimony,,1977-09-24,,,0
1170,Notation,,Proof of Baptism,,1947-05-17,"St. Rose of Lima Church, Crockett, CA",,
1170,Notation,,Notice of Holy Orders,Diaconate,1977-11-02,"Weston Jesuit School of Theology, Cambridge, MA",,
1170,Notation,,Notice of Holy Orders,Presbyteral,1978-06-10,"Seattle, WA",,
1170,Notation,,Notice of Holy Orders,Minor Order: Reader,1977-10-01,,,
1170,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1977-10-01,,,
538,Notation,,Notice of Holy Orders,Diaconate,2017-09-28,"Altar of the Chair, Papal Basilica of Saint Peter, Vatican",,
538,Notation,,Notice of Holy Orders,Presbyteral,2018-06-02,"Cathedral of the Immaculate Conception, Portland, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
259,Notation,,Notice of Matrimony,,1993-07-16,,,0
2025,Notation,,Notice of Holy Orders,Diaconate,2020-02-04,,,
2025,Notation,,Notice of Holy Orders,Presbyteral,2022-10-02,,,
1172,Notation,,Notice of Holy Orders,Presbyteral,1993-08-28,"Obollo, Nigeria",Rt. Rev. Ir. A. Ilonu,
9,Notation,,Proof of Baptism,,1955-04-10,"Sacred Heart Church, Gervais OR",,
9,Notation,,Notice of Matrimony,,1978-06-09,,,0
420,Notation,,Proof of Baptism,,1943-04-18,"St. Anthony Church, Missoula, MT",,
420,Notation,,Notice of Matrimony,,1973-02-03,,,0
420,Notation,,Notice of Holy Orders,Diaconate,1978-11-04,"St. Mary, Stevensville, MT",,
511,Notation,,Notice of Holy Orders,Diaconate,2010-09-11,"St. Edward Parish, Lebanon, OR",,
511,Notation,,Notice of Holy Orders,Presbyteral,2012-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
590,Notation,,Notice of Holy Orders,Presbyteral,1968-05-18,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Robert J. Dwyer,
1175,Notation,,Notice of Holy Orders,Presbyteral,1997-04-04,,,
165,Notation,,Proof of Baptism,,1953-04-05,"St. Michael’s Church, Palisades Park NJ",,
165,Notation,,Notice of Matrimony,,1977-11-12,,,219
165,Notation,,Notice of Holy Orders,Diaconate,1993-11-05,"Cathedral of the Immaculate Conception, Portland, OR",,
165,Notation,,Notice of Holy Orders,Minor Order: Reader,1993-04-17,,,
165,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1993-04-17,,,
165,Notation,,Notice of Holy Orders,Installation: Candidate,1993-04-17,,,
2071,Notation,,Proof of Baptism,,1968-07-05,"Church of God, Myrtle Creek, Oregon",,
2071,Notation,,Notice of Confirmation,,2017-04-15,"St. Anne Parish, Grants Pass, OR",,
2071,Notation,,Notice of Profession of Faith,,2017-04-15,"St. Anne Parish, Grants Pass, OR",,
2071,Notation,,Notice of Matrimony,,2019-08-27,"St. Anne Parish, Grants Pass, OR",,2780
2071,Notation,,Notice of Holy Orders,Minor Order: Reader,2024-05-19,,,
2071,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2024-05-19,,,
669,Notation,,Notice of Holy Orders,Presbyteral,2009-06-13,"Villa Delores, Cordoba, Argentina",Mons. Santiago Olivera,
439,Notation,,Proof of Baptism,,1980-11-09,"St. Vincent Ferrer, Cataingan, Masbate, Philippines",,
439,Notation,,Notice of Confirmation,,1989-04-25,,,
439,Notation,,Notice of Matrimony,,2008-12-20,,,0
3418,Notation,,Proof of Baptism,,1995-12-17,"Nuestra Señora de Guadalupe, Apatzingán, Michoacán, Mexico",,
3418,Notation,,Notice of Confirmation,,1996-12-06,"Nuestra Señora de Guadalupe, Apatzingán, Michoacán, Mexico",,
3418,Notation,,Notice of Matrimony,,2017-07-01,"St. Cecilia Parish, Beaverton, OR",,3419
3004,Notation,,Proof of Baptism,,1985-01-26,"Santiago Apostol, Puebla, Mexico",,
1185,Notation,,Notice of Holy Orders,Presbyteral,1989-04-01,,,
252,Notation,,Proof of Baptism,,1966-03-20,"First Christian Church, Santa Ana CA",,
252,Notation,,Notice of Confirmation,,1996-04-06,"St. Joseph the Worker Parish, Portland OR",,
252,Notation,,Notice of Profession of Faith,,1996-04-06,"St. Joseph the Worker Parish, Portland OR",,
252,Notation,,Notice of Matrimony,,1979-07-21,,,116
252,Notation,,Notice of Holy Orders,Diaconate,2015-10-24,"Cathedral of the Immaculate Conception, Portland, OR",,
252,Notation,,Notice of Holy Orders,Minor Order: Reader,2012-11-03,,,
252,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2014-02-23,,,
252,Notation,,Notice of Holy Orders,Installation: Candidate,2015-03-01,,,
895,Notation,,Proof of Baptism,,1964-11-01,"University United Church of Christ, Seattle, WA",,
895,Notation,,Notice of Holy Orders,Diaconate,2014-05-31,"St. Dominic Catholic Church, San Francisco, CA",,
895,Notation,,Notice of Holy Orders,Presbyteral,2014-10-25,"St. Dominic Catholic Church, Benicia, CA","H.E. Charles Morerod, OP",
220,Notation,,Notice of Matrimony,,1967-08-18,,,0
3426,Notation,,Notice of Holy Orders,Diaconate,2024-06-29,,,
106,Notation,,Proof of Baptism,,1957-03-03,"Our Lady of Guadalupe Shrine, Riverside CA",,
106,Notation,,Notice of Matrimony,,1981-08-22,,,0
106,Notation,,Notice of Holy Orders,Minor Order: Reader,2004-03-20,,,
106,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2004-12-18,,,
31,Notation,,Proof of Baptism,,1961-10-21,"Holy Cross, Portland OR",,
31,Notation,,Notice of Matrimony,,1989-02-04,,,129
31,Notation,,Notice of Holy Orders,Diaconate,1997-11-29,"Cathedral of the Immaculate Conception, Portland, OR",,
31,Notation,,Notice of Holy Orders,Minor Order: Reader,1996-08-03,,,
31,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1996-08-03,,,
31,Notation,,Notice of Holy Orders,Installation: Candidate,1997-07-12,,,
197,Notation,,Proof of Baptism,,1945-04-29,"St. Anthony, Cambridge MA",,
197,Notation,,Notice of Matrimony,,1974-01-05,,,234
197,Notation,,Notice of Holy Orders,Diaconate,1997-11-29,"Cathedral of the Immaculate Conception, Portland, OR",,
197,Notation,,Notice of Holy Orders,Minor Order: Reader,1996-08-03,,,
197,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1996-08-03,,,
197,Notation,,Notice of Holy Orders,Installation: Candidate,1997-07-12,,,
1522,Notation,,Notice of Holy Orders,Presbyteral,2006-06-24,"St. Mary Major, Rome, Italy",,
369,Notation,,Proof of Baptism,,1954-09-19,"Holy Spirit Byzantine Catholic Church, Oakland PA",,
369,Notation,,Notice of Matrimony,,1982-02-27,,,370
369,Notation,,Notice of Holy Orders,Diaconate,2017-10-21,"Sacred Heart Parish, Medford OR",,
369,Notation,,Notice of Holy Orders,Minor Order: Reader,2016-08-28,,,
369,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2016-08-28,,,
369,Notation,,Notice of Holy Orders,Installation: Candidate,2017-03-18,,,
663,Notation,,Proof of Baptism,,1975-01-25,"El Paso, TX",,
663,Notation,,Notice of Holy Orders,Diaconate,2003-11-22,St. John’s Seminary College Chapel,,
663,Notation,,Notice of Holy Orders,Presbyteral,2005-01-29,"Hillsboro, Oregon","Most Rev. Gustino Garcia, MSpS",
3017,Notation,,Proof of Baptism,,2002-04-14,"St. Birgitta Parish, Portland, OR",,
3017,Notation,,Notice of Confirmation,,2015-06-30,"St. Birgitta Parish, Portland, OR",,
485,Notation,,Proof of Baptism,,1958-06-04,,,
485,Notation,,Notice of Confirmation,,1959-06-15,,,
485,Notation,,Notice of Matrimony,,2003-02-01,"La Sagrada Familia, Guadalajara, Jalisco, Mexico",,503
485,Notation,,Notice of Holy Orders,Diaconate,2023-10-21,"Cathedral of the Immaculate Conception, Portland, OR",,
485,Notation,,Notice of Holy Orders,Minor Order: Reader,2019-03-23,,,
485,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2019-03-23,,,
485,Notation,,Notice of Holy Orders,Installation: Candidate,2023-03-26,,,
2827,Notation,,Proof of Baptism,,1967-11-12,"St. Paul Hospital Chapel, Saigon, Vietnam",,
2827,Notation,,Notice of Holy Orders,Diaconate,2019-10-19,"St. Mary’s College, Moraga, CA",,
2827,Notation,,Notice of Holy Orders,Presbyteral,2020-07-06,"St. Ignatius Parish, Portland, OR",,
2827,Notation,,Notice of Holy Orders,Minor Order: Reader,2013-11-15,,,
22,Notation,,Notice of Matrimony,,1977-04-02,,,0
3074,Notation,,Notice of Holy Orders,Presbyteral,2012-06-09,,,
45,Notation,,Proof of Baptism,,1948-01-29,"St. John of the Woods, Tacoma WA",,
45,Notation,,Notice of Matrimony,,1961-02-04,,,27
45,Notation,,Notice of Holy Orders,Diaconate,2002-11-23,"Cathedral of the Immaculate Conception, Portland, OR",,
45,Notation,,Notice of Holy Orders,Minor Order: Reader,2001-09-08,,,
45,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2001-09-08,,,
45,Notation,,Notice of Holy Orders,Installation: Candidate,2001-09-08,,,
2046,Notation,,Proof of Baptism,,1962-08-19,"St. Gregory Catholic Church, Phoenix, AZ",,
2046,Notation,,Notice of Confirmation,,1974-05-02,"St. Theresa Parish, Phoenix, AZ",,
2046,Notation,,Notice of Matrimony,,2002-08-24,,,0
805,Notation,,Notice of Holy Orders,Presbyteral,1991-06-30,"Diocese of Moshi, Tanzania",,
15,Notation,,Notice of Matrimony,,1994-08-20,,,0
566,Notation,,Proof of Baptism,,1971-07-01,"Sacred Heart Catholic Church, Uru Parish, Moshi Diocese, Tanzania",,
566,Notation,,Notice of Confirmation,,1983-11-06,,,
566,Notation,,Notice of Holy Orders,Diaconate,2001-11-30,"Apostles of Jesus, Sacred Heart Shrine, Lang’ata, Nairobi, Kenya.",,
566,Notation,,Notice of Holy Orders,Presbyteral,2002-07-12,"Christ the King Cathedral, Moshi Diocese, Tanzania",Rt. Rev. Amedeus Msarikie,
1573,Notation,,Proof of Baptism,,1983-05-28,"Our Lady of Loretto, Los Angeles, CA",,
1573,Notation,,Notice of Holy Orders,Diaconate,2010-02-27,"St. Dominic Church, Benicia",,
1573,Notation,,Notice of Holy Orders,Presbyteral,2011-05-02,"St. Theresa Church, Oakland, CA","Most Rev. Anthony Fisher, OP",
785,Notation,,Notice of Holy Orders,Presbyteral,1982-01-06,Rauya-Moshi,Rt. Rev. Adrian Nikoba,
194,Notation,,Notice of Matrimony,,1966-01-14,,,0
1668,Notation,,Notice of Matrimony,,1991-03-01,,,0
2035,Notation,,Proof of Baptism,,2012-04-07,"Shepherd of the Valley Parish, Central Point, Oregon",,
2035,Notation,,Notice of Matrimony,,1991-03-01,,,0
827,Notation,,Proof of Baptism,,1970-07-06,"Nuestra Senora del Carmen Parish, Abejorral, Colombia",,
827,Notation,,Notice of Holy Orders,Presbyteral,2010-06-05,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
705,Notation,,Notice of Holy Orders,Presbyteral,2013-06-08,"Cathedral of the Immaculate Conception, Portland, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
2734,Notation,,Proof of Baptism,,1987-05-17,"St. Patrick Parish, Mount Savage, MD",,
2734,Notation,,Notice of Confirmation,,2004-04-21,"Our Lady of the Desert, Apple Valley, CA",,
2004,Notation,,Notice of Holy Orders,Diaconate,2019-08-17,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",,
2004,Notation,,Notice of Holy Orders,Presbyteral,2020-05-23,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
2004,Notation,,Notice of Holy Orders,Minor Order: Reader,2009-03-19,,,
2004,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2012-03-19,,,
2074,Notation,,Notice of Holy Orders,Presbyteral,1975-05-10,,,
772,Notation,,Notice of Holy Orders,Presbyteral,1987-08-28,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. William J. Levada,
806,Notation,,Notice of Holy Orders,Presbyteral,1998-07-04,Moshi Tanzania,,
706,Notation,,Notice of Holy Orders,Presbyteral,1976-06-19,"St. Mary Magdalene, Portland, OR",Most Rev. Cornelius M. Power,
641,Notation,,Proof of Baptism,,1931-02-01,"St. James Church, Jamestown, ND",,
641,Notation,,Notice of Holy Orders,Diaconate,1962-06-07,"St. Patrick’s Seminary, Menlo Park, CA",,
641,Notation,,Notice of Holy Orders,Presbyteral,1962-06-16,"St. Aloysius Church, Spokane, WA",Most Rev. Bernard Topel,
641,Notation,,Notice of Holy Orders,Minor Order: Reader,1956-05-01,,,
641,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1956-05-02,,,
104,Notation,,Proof of Baptism,,1955-03-13,"St. Joan of Arc, Los Angeles CA",,
104,Notation,,Notice of Matrimony,,1993-10-09,,,0
591,Notation,,Notice of Holy Orders,Presbyteral,2009-04-18,"Basilica of the Sacred Heart, Notre Dame, IN",Most Rev. John G. Vlazny,
2027,Notation,,Proof of Baptism,,2002-09-29,"St. Therese Parish, Portland, OR",,
2027,Notation,,Notice of Confirmation,,2017-05-13,"St. Mary Magdalene Parish, Portland, OR",,
2027,Notation,,Notice of Holy Orders,Installation: Candidate,2024-04-18,,,
707,Notation,,Notice of Holy Orders,Presbyteral,1967-05-21,"Pomeroy, WA",Most Rev. Bernard Topel,
2026,Notation,,Proof of Baptism,,1962-05-27,"St. Martin’s Chapel, Ft. Belvoir, VA",,
2026,Notation,,Notice of Holy Orders,Minor Order: Reader,1986-11-21,,,
2026,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1988-04-22,,,
708,Notation,,Notice of Holy Orders,Presbyteral,1976-03-06,"St. Raymond’s Maronite, St. Louis, MO",Most Rev. Francis M. Zayek,
1590,Notation,,Proof of Baptism,,2001-10-27,"St. Elizabeth of Hungary, Portland",,
1590,Notation,,Notice of Confirmation,,2017-05-30,"St. Stephen Parish, Portland, OR",,
1590,Notation,,Notice of Holy Orders,Installation: Candidate,2023-06-18,,,
123,Notation,,Notice of Matrimony,,2002-11-30,,,0
709,Notation,,Notice of Holy Orders,Presbyteral,1968-06-29,"Blessed Sacrament, Portland",Most Rev. Robert J. Dwyer,
412,Notation,,Proof of Baptism,,1947-05-11,"Our Lady of Refuge, Brooklyn, NY",,
412,Notation,,Notice of Matrimony,,1971-12-26,,,413
412,Notation,,Notice of Holy Orders,Diaconate,2007-05-19,"Basilica of Our Lady of Perpetual Help, Brooklyn, NY",,
808,Notation,,Notice of Holy Orders,Presbyteral,1970-06-20,"All Saints, Portland",Most Rev. Robert J. Dwyer,
581,Notation,,Notice of Holy Orders,Presbyteral,2011-06-04,Portland,Most Rev. John G. Vlazny,
304,Notation,,Proof of Baptism,,1937-10-24,"St. Mary Immaculate, Richmond Hill, Ontario, Canada",,
304,Notation,,Notice of Matrimony,,1991-11-09,,,13
304,Notation,,Notice of Holy Orders,Diaconate,2000-12-09,"Cathedral of the Immaculate Conception, Portland, OR",,
304,Notation,,Notice of Holy Orders,Minor Order: Reader,1999-10-23,,,
304,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1999-10-23,,,
304,Notation,,Notice of Holy Orders,Installation: Candidate,1999-10-23,,,
120,Notation,,Proof of Baptism,,1950-04-03,"Parroquia del Santo Christo Milagroso, Tanhuato, Mich, MX",,
120,Notation,,Notice of Matrimony,,1985-01-01,,,0
710,Notation,,Notice of Holy Orders,Diaconate,2006-05-21,"Cathedral, Portland, OR",,
710,Notation,,Notice of Holy Orders,Presbyteral,2007-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
2749,Notation,,Proof of Baptism,,1981-10-10,,,
2749,Notation,,Notice of Confirmation,,2004-09-14,,,
3415,Notation,,Notice of Matrimony,,2004-10-09,,,0
711,Notation,,Notice of Holy Orders,Presbyteral,1964-06-13,Mission Dolores Basilica San Francisco,Most Rev. Joseph T. McGucken,
223,Notation,,Proof of Baptism,,1944-04-15,"Parroquia de San Miguelito, San Luis Potosí, Mexico",,
223,Notation,,Notice of Matrimony,,1965-07-24,,,248
223,Notation,,Notice of Holy Orders,Diaconate,1993-11-05,"Cathedral of the Immaculate Conception, Portland, OR",,
223,Notation,,Notice of Holy Orders,Minor Order: Reader,1976-04-04,,,
223,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1976-04-04,,,
223,Notation,,Notice of Holy Orders,Installation: Candidate,1993-04-17,,,
3041,Notation,,Proof of Baptism,,1995-05-21,"St. Mary Parish, Mount Angel, OR",,
3041,Notation,,Notice of Confirmation,,2018-05-15,"St. Joseph Parish, Salem, OR",,
3431,Notation,,Proof of Baptism,,2007-09-16,"Parroquia de Jesus Nazareno, Tepalcigno Morelos, Mexico",,
118,Notation,,Proof of Baptism,,1948-05-09,"Our Lady of Loretto, Los Angeles CA",,
118,Notation,,Notice of Matrimony,,1968-12-07,,,249
118,Notation,,Notice of Holy Orders,Diaconate,1999-06-12,"Blessed Junipero Serra Church, Camarillo CA",,
