mbfc__Affiliation__c,adpdx_Archdiocesan_Assignment__c,mbfc__Duty_Load__c,mbfc__Start_Date__c,mbfc__Completion_Date__c,mbfc__Category__c,mbfc__Use_Custom_Title__c,mbfc__Custom_Title__c,mbfc__Context__c,mbfc__Person__c,Archdpdx_Migration_Id__c,Archdpdx_Job_Id__c
"Continuing Education for Clergy Board, Cohort I",True,,,2018-09-30,Any All,True,"Continuing Education for Clergy Board, Cohort I",001Ps00000l54fyIAA,003Ps00000frkfvIAA,678,156
"Continuing Education for Clergy Board, Cohort IV",True,,,2021-09-30,Any All,True,"Continuing Education for Clergy Board, Cohort IV",001Ps00000l54fyIAA,003Ps00000frjrTIAQ,677,156
"Continuing Education for Clergy Board, Cohort IV",True,,,2018-09-30,Any All,True,"Continuing Education for Clergy Board, Cohort IV",001Ps00000l54fyIAA,003Ps00000frk16IAA,676,156
"Continuing Education for Clergy Board, Cohort III",True,,,2020-09-30,Any All,True,"Continuing Education for Clergy Board, Cohort III",001Ps00000l54fyIAA,003Ps00000frkZyIAI,675,156
"Continuing Education for Clergy Board, Cohort II",True,,,2020-09-30,Any All,True,"Continuing Education for Clergy Board, Cohort II",001Ps00000l54fyIAA,003Ps00000frkm9IAA,674,156
"Continuing Education for Clergy Board, Cohort I",True,,2018-09-30,2021-09-30,Any All,True,"Continuing Education for Clergy Board, Cohort I",001Ps00000l54fyIAA,003Ps00000frjwdIAA,673,156
"Clergy Personnel Board, Cohort IV",True,,,2018-09-30,Any All,True,"Clergy Personnel Board, Cohort IV",001Ps00000l54fyIAA,,671,156
"Clergy Personnel Board, Cohort III",True,,,2018-09-30,Any All,True,"Clergy Personnel Board, Cohort III",001Ps00000l54fyIAA,003Ps00000frkNXIAY,670,156
"Clergy Personnel Board, Cohort IV",True,,2018-09-30,2021-09-30,Any All,True,"Clergy Personnel Board, Cohort IV",001Ps00000l54fyIAA,003Ps00000frlcRIAQ,669,156
"Clergy Personnel Board, Cohort III",True,,2018-09-30,2022-06-30,Any All,True,"Clergy Personnel Board, Cohort III",001Ps00000l54fyIAA,003Ps00000frkjGIAQ,668,156
"Clergy Personnel Board, Cohort I",True,Part Time,2024-10-01,,Any All,True,"Clergy Personnel Board, Cohort I",001Ps00000l54fyIAA,003Ps00000frkfvIAA,667,156
"Clergy Personnel Board, Cohort II",True,,,2018-09-30,Any All,True,"Clergy Personnel Board, Cohort II",001Ps00000l54fyIAA,,666,156
"Clergy Personnel Board, Cohort II",True,,2018-09-30,2024-09-30,Any All,True,"Clergy Personnel Board, Cohort II",001Ps00000l54fyIAA,003Ps00000frkNXIAY,665,156
Seminarian,False,,2018-07-01,2019-09-09,Any All,True,Seminarian,001Ps00000l54grIAA,003Ps00000frjP5IAI,664,156
Seminarian,True,,2018-07-01,2019-06-30,Any All,True,Seminarian,001Ps00000l54hGIAQ,003Ps00000frlcZIAQ,663,156
Seminarian,False,,2018-07-01,2018-11-22,Any All,True,Seminarian,001Ps00000l5CUSIA2,003Ps00000frjvRIAQ,662,156
Administrative Assistant,False,,2018-09-01,2018-11-09,Any All,True,Administrative Assistant,001Ps00000l54frIAA,003Ps00000frldCIAQ,661,156
Parochial Vicar,True,,2018-07-01,2023-07-07,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54hHIAQ,003Ps00000frllBIAQ,660,156
Academic Faculty,False,,2018-08-20,,Any All,True,Academic Faculty,001Ps00000l5eDgIAI,,659,156
Support Services,False,,2018-08-22,2018-11-09,Any All,True,Support Services,001Ps00000l54frIAA,003Ps00000frkmuIAA,658,156
Tertianship Director,False,,,2019-02-04,Any All,True,Tertianship Director,001Ps00000l5eUpIAI,003Ps00000frlWJIAY,657,156
Parochial Vicar,True,,2016-07-01,2019-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUQIA2,003Ps00000frkXaIAI,655,156
Chaplain,False,,,2021-05-01,Pastoral Assignment,True,Chaplain,001Ps00000l54fxIAA,,654,156
Mercy Medical Center Chaplain,True,,,,Any All,True,Mercy Medical Center Chaplain,001Ps00000l5CUdIAM,,653,156
Chaplain,False,,,2018-01-01,Pastoral Assignment,True,Chaplain,001Ps00000l54fxIAA,,652,156
Chaplain,True,,2005-09-15,,Pastoral Assignment,True,Chaplain,001Ps00000l54fuIAA,003Ps00000frjr9IAA,650,156
Theology Professor,False,,2018-07-15,2022-06-30,Any All,True,Theology Professor,001Ps00000l5eDfIAI,003Ps00000frkpoIAA,649,156
Bilingual Administrative Assistant,False,,2018-08-06,2019-06-30,Any All,True,Bilingual Administrative Assistant,001Ps00000l54frIAA,003Ps00000frkmzIAA,647,156
Parochial Vicar,True,,2018-08-10,2018-09-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54hHIAQ,003Ps00000frloqIAA,646,156
Pastor,True,,2018-10-18,2021-08-14,Pastoral Assignment,True,Pastor,001Ps00000l54giIAA,003Ps00000frjuXIAQ,645,156
Staff,False,,,2016-01-01,Any All,True,Staff,001Ps00000l5eDgIAI,,641,156
Staff,False,,,2021-08-01,Any All,True,Staff,001Ps00000l5eDgIAI,003Ps00000frlonIAA,639,156
Staff - Director of Spiritual Formation,False,,2018-09-05,,Any All,True,Staff - Director of Spiritual Formation,001Ps00000l5eDgIAI,,637,156
Admin,False,,2018-07-17,2018-08-01,Any All,True,Admin,001Ps00000l54frIAA,003Ps00000frloJIAQ,636,156
Legal/HR Assistant,False,,2018-07-23,2021-07-31,Any All,True,Legal/HR Assistant,001Ps00000l54frIAA,003Ps00000frkalIAA,635,156
Parochial Vicar,True,,2018-07-19,2018-10-15,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54hKIAQ,003Ps00000frkX4IAI,634,156
Administrator,True,,2016-07-15,2019-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CV3IAM,,633,156
Administrator,True,,,2018-11-04,Pastoral Assignment,True,Administrator,001Ps00000l54gkIAA,003Ps00000frlinIAA,632,156
Administrator,True,,,2018-11-04,Pastoral Assignment,True,Administrator,001Ps00000l54gjIAA,003Ps00000frlinIAA,631,156
Parochial Vicar,True,,2018-07-15,,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54h1IAA,,630,156
Parochial Vicar,True,,2018-07-01,2020-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54ghIAA,003Ps00000frjvuIAA,629,156
Family Counselor/Administrative Coordinator,False,,,2019-03-01,Any All,True,Family Counselor/Administrative Coordinator,001Ps00000l54fsIAA,003Ps00000frjGsIAI,627,156
Administrator,True,,2018-07-01,2020-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54geIAA,,625,156
Pastor,True,,2018-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUwIAM,003Ps00000frjxmIAA,624,156
Pastor,True,,2018-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CV8IAM,003Ps00000frkQrIAI,623,156
Pastor,True,,2018-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54gyIAA,,622,156
Pastor,True,,2018-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54gYIAQ,,621,156
Pastor,True,,2018-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54hLIAQ,,620,156
Pastor,True,,2018-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CTvIAM,,619,156
Pastor,True,Full Time,2018-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CTrIAM,003Ps00000frklyIAA,618,156
Parochial Vicar,True,,2018-07-01,2019-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUiIAM,003Ps00000frjqUIAQ,617,156
Administrator,True,,2018-07-01,2021-09-19,Pastoral Assignment,True,Administrator,001Ps00000l54h4IAA,003Ps00000frklYIAQ,616,156
Pastor,True,,2018-07-01,2023-02-13,Pastoral Assignment,True,Pastor,001Ps00000l5CTzIAM,003Ps00000frlWtIAI,615,156
Pastor,True,,2018-07-01,2024-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CU7IAM,003Ps00000frld1IAA,614,156
Administrator,True,,2018-07-01,,Pastoral Assignment,True,Administrator,001Ps00000l5CV7IAM,,613,156
Administrator,True,,2018-07-01,,Pastoral Assignment,True,Administrator,001Ps00000l5CUAIA2,,612,156
Administrator,True,,2018-07-01,2020-06-06,Pastoral Assignment,True,Administrator,001Ps00000l5CUsIAM,003Ps00000frkefIAA,611,156
Parochial Vicar,True,,2018-07-01,2021-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CV2IAM,003Ps00000frjwgIAA,610,156
In Residence,True,,2018-07-01,2020-12-30,Any All,True,In Residence,001Ps00000l54hJIAQ,003Ps00000frjsfIAA,609,156
In Residence,True,,2018-07-01,2019-06-30,Any All,True,In Residence,001Ps00000l54hCIAQ,003Ps00000frjrTIAQ,608,156
In Residence,True,,2018-07-01,2019-02-09,Any All,True,In Residence,001Ps00000l5CU4IAM,003Ps00000frk1DIAQ,607,156
In Residence,True,,2018-07-01,2019-07-01,Any All,True,In Residence,001Ps00000l5CUKIA2,,606,156
Tribunal Judge,True,,2018-07-01,,Any All,True,Tribunal Judge,001Ps00000l54frIAA,,605,156
In Residence,True,,2018-07-01,2019-06-30,Any All,True,In Residence,001Ps00000l5CTwIAM,,604,156
Administrator,True,,2018-07-01,2018-12-18,Pastoral Assignment,True,Administrator,001Ps00000l54hMIAQ,,603,156
Administrator,True,,2018-07-01,2018-12-18,Pastoral Assignment,True,Administrator,001Ps00000l54hAIAQ,,602,156
Administrator,True,,2018-07-01,2021-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CTuIAM,,601,156
Administrator,True,,2018-07-01,2021-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54gVIAQ,,600,156
Administrator,True,,2018-07-01,2020-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CV9IAM,003Ps00000frkrtIAA,599,156
Administrator,True,,2018-07-01,2020-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54goIAA,003Ps00000frkrtIAA,598,156
Administrator,True,,2018-07-01,2020-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUkIAM,003Ps00000frkrtIAA,597,156
Administrator,True,,2018-07-01,2020-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUNIA2,003Ps00000frlcRIAQ,596,156
Administrator,True,,2018-07-01,2021-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUuIAM,,595,156
Administrator,True,,2018-07-01,2020-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54gcIAA,003Ps00000frkOBIAY,594,156
Parochial Vicar,True,,2015-07-01,2018-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUjIAM,003Ps00000frkOBIAY,593,156
Administrator,True,,2018-07-01,2020-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUEIA2,003Ps00000frll7IAA,592,156
Pastor,True,,2018-07-01,2021-07-31,Pastoral Assignment,True,Pastor,001Ps00000l5CUpIAM,003Ps00000frkR8IAI,591,156
Pastor,True,,2018-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUjIAM,,590,156
Pastor,True,,2018-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUxIAM,003Ps00000frk16IAA,589,156
Pastor,True,,2018-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54gwIAA,003Ps00000frk16IAA,588,156
Pastor,True,,2018-07-01,2024-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54gvIAA,,587,156
Pastor,True,,2018-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CU6IAM,003Ps00000frkXmIAI,586,156
Pastor,True,,2018-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54hJIAQ,003Ps00000frloiIAA,585,156
Pastor,True,,2018-07-01,2020-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CUPIA2,003Ps00000frjtiIAA,584,156
Parochial Vicar,True,,2018-07-01,2019-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54h2IAA,,583,156
Parochial Vicar,True,,2018-07-01,2021-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54gWIAQ,003Ps00000frlWPIAY,582,156
Parochial Vicar,True,,2018-07-01,2021-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54gbIAA,003Ps00000frlckIAA,581,156
Parochial Vicar,True,,2018-07-01,2021-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUcIAM,003Ps00000frlckIAA,580,156
Parochial Vicar,True,,2018-07-01,2021-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54h0IAA,003Ps00000frlckIAA,579,156
Parochial Vicar,True,,2018-07-01,2018-12-09,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54gtIAA,003Ps00000frkQvIAI,578,156
Parochial Vicar,True,,2018-07-01,2018-12-09,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54gqIAA,003Ps00000frkQvIAI,577,156
Deacon,False,,2010-11-06,2021-11-17,Pastoral Assignment,True,Deacon,001Ps00000l54gQIAQ,003Ps00000frkInIAI,576,156
Deacon,False,,,2021-01-01,Pastoral Assignment,True,Deacon,001Ps00000l5CUvIAM,003Ps00000frjuCIAQ,575,156
Deacon,False,,,2021-01-01,Pastoral Assignment,True,Deacon,001Ps00000l5CUGIA2,003Ps00000frjuCIAQ,574,156
In Residence,False,,2009-01-01,2010-06-30,Any All,True,In Residence,001Ps00000l5CU3IAM,003Ps00000frlilIAA,573,156
Deacon,False,,,1900-01-01,Pastoral Assignment,True,Deacon,001Ps00000l5CUTIA2,003Ps00000frknoIAA,572,156
Deacon,False,,,1900-01-01,Pastoral Assignment,True,Deacon,001Ps00000l5CUTIA2,003Ps00000frknkIAA,571,156
Pastor,False,,,,Pastoral Assignment,True,Pastor,001Ps00000l5CUvIAM,,570,156
Pastor,False,,2018-04-17,2024-05-31,Pastoral Assignment,True,Pastor,001Ps00000l5CUTIA2,003Ps00000frkaVIAQ,569,156
Pastor,False,,,2020-12-25,Pastoral Assignment,True,Pastor,001Ps00000l5CUGIA2,,568,156
Parochial Vicar,True,,,2018-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUNIA2,003Ps00000frkCsIAI,567,156
In Residence,False,,,2020-08-01,Any All,True,In Residence,001Ps00000l54fwIAA,003Ps00000frjj2IAA,566,156
In Residence,False,,,2020-03-01,Any All,True,In Residence,001Ps00000l54fwIAA,003Ps00000frkCPIAY,564,156
Parochial Vicar,True,,2018-07-01,2020-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUiIAM,,562,156
Parochial Vicar,True,,2018-07-01,2018-09-23,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUKIA2,003Ps00000frjpBIAQ,561,156
Parochial Vicar,True,,2018-07-01,2020-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54gXIAQ,003Ps00000frjmjIAA,560,156
Faculty,False,,,2021-08-01,Any All,True,Faculty,001Ps00000l5eDgIAI,003Ps00000frjwTIAQ,559,156
Archdiocesan Vicariate Liaison,True,,,2020-08-31,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMgIAI,003Ps00000frlcmIAA,558,156
Archdiocesan Vicariate Liaison,False,,,2020-07-01,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMdIAI,003Ps00000frjrUIAQ,557,156
Archdiocesan Vicariate Liaison,False,,,2021-07-01,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMYIAY,003Ps00000frkpiIAA,556,156
Archdiocesan Vicariate Liaison,False,,,2021-07-01,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMSIAY,003Ps00000frkpiIAA,555,156
Archdiocesan Vicariate Liaison,False,,,2019-01-01,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMcIAI,003Ps00000frjkoIAA,554,156
Archdiocesan Vicariate Liaison,False,,,2021-07-01,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMZIAY,003Ps00000frkgVIAQ,553,156
Archdiocesan Vicariate Liaison,False,,,2021-07-01,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMUIAY,003Ps00000frkNWIAY,552,156
Archdiocesan Vicariate Liaison,True,,,2020-08-31,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMjIAI,003Ps00000frlcmIAA,551,156
Archdiocesan Vicariate Liaison,False,,,2020-08-31,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMhIAI,003Ps00000frlnzIAA,550,156
Archdiocesan Vicariate Liaison,False,,,2019-09-15,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMWIAY,003Ps00000frjxaIAA,549,156
Archdiocesan Vicariate Liaison,False,,,2021-07-01,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMiIAI,003Ps00000frkpiIAA,548,156
Archdiocesan Vicariate Liaison,False,,,2019-09-01,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMfIAI,003Ps00000frjipIAA,547,156
Archdiocesan Vicariate Liaison,False,,,2020-07-01,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMbIAI,003Ps00000frjrUIAQ,546,156
Archdiocesan Vicariate Liaison,False,,,2019-09-15,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMVIAY,003Ps00000frjxaIAA,545,156
Archdiocesan Vicariate Liaison,False,,,2021-07-01,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMXIAY,003Ps00000frkgVIAQ,544,156
Archdiocesan Vicariate Liaison,False,,,2019-09-01,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMeIAI,003Ps00000frjipIAA,543,156
Archdiocesan Vicariate Liaison,False,,,2020-08-31,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMTIAY,003Ps00000frlnzIAA,542,156
Archdiocesan Vicariate Liaison,False,,,2019-01-01,Any All,True,Archdiocesan Vicariate Liaison,001Ps00000l4vMaIAI,003Ps00000frjkoIAA,541,156
Deacon,True,,2018-07-01,2018-12-11,Pastoral Assignment,True,Deacon,001Ps00000l5CV3IAM,,540,156
Deacon,True,,2018-07-01,2018-08-31,Pastoral Assignment,True,Deacon,001Ps00000l54h0IAA,003Ps00000frko9IAA,539,156
Associate Professor,False,,,,Any All,True,Associate Professor,001Ps00000l5eDfIAI,003Ps00000frjOrIAI,538,156
"Campus Ministry, Pastoral Resident",False,,2018-04-08,,Any All,True,"Campus Ministry, Pastoral Resident",001Ps00000l5eDfIAI,003Ps00000frjOWIAY,537,156
University Archives and Museum,False,,,,Any All,True,University Archives and Museum,001Ps00000l5eDfIAI,003Ps00000frjhgIAA,536,156
Professor Emeritus,False,,,,Any All,True,Professor Emeritus,001Ps00000l5eDfIAI,003Ps00000frlYdIAI,535,156
President,False,,2011-07-01,2021-06-30,Any All,True,President,001Ps00000l5eDfIAI,003Ps00000frkJcIAI,534,156
Department Chair,False,,,2019-07-21,Any All,True,Department Chair,001Ps00000l5eDfIAI,003Ps00000frkJXIAY,533,156
"Assistant Professor, Pastoral Resident",False,Full Time,2015-07-15,2024-06-30,Any All,True,"Assistant Professor, Pastoral Resident",001Ps00000l5eDfIAI,003Ps00000frjtxIAA,532,156
Vice President for University Relations,False,,,2018-06-01,Any All,True,Vice President for University Relations,001Ps00000l5eDfIAI,003Ps00000frjsyIAA,531,156
Special Assistant to VP for University Relations,False,,2013-07-01,,Any All,True,Special Assistant to VP for University Relations,001Ps00000l5eDfIAI,003Ps00000frjsQIAQ,530,156
Assistant Professor,False,,,2022-06-30,Any All,True,Assistant Professor,001Ps00000l5eDfIAI,003Ps00000frkG7IAI,529,156
Instructor,False,,,,Any All,True,Instructor,001Ps00000l5eDfIAI,003Ps00000frjzZIAQ,528,156
Professor,False,,2006-02-28,2021-01-01,Any All,True,Professor,001Ps00000l5eDfIAI,003Ps00000frjX3IAI,527,156
Performing and Fine Arts Instructor,False,,2005-07-01,,Any All,True,Performing and Fine Arts Instructor,001Ps00000l5eDfIAI,003Ps00000frldBIAQ,526,156
VP for Student Affairs,False,,,,Any All,True,VP for Student Affairs,001Ps00000l5eDfIAI,003Ps00000frkCRIAY,525,156
Chaplain,True,,2016-10-01,,Pastoral Assignment,True,Chaplain,001Ps00000l54fuIAA,003Ps00000frjsKIAQ,523,156
Grounds Superintendant,False,,,,Any All,True,Grounds Superintendant,001Ps00000l54fsIAA,003Ps00000frjwmIAA,522,156
Parochial Vicar,True,,,2018-12-21,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54grIAA,003Ps00000frlXfIAI,521,156
Parochial Vicar,True,Full Time,2016-07-01,2017-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54h4IAA,003Ps00000frju9IAA,520,156
"Reporter, Spanish Language",False,,,2019-03-01,Any All,True,"Reporter, Spanish Language",,003Ps00000frlXYIAY,519,156
Reporter/Photographer,False,,,1900-01-01,Any All,True,Reporter/Photographer,,003Ps00000frjK5IAI,518,156
Advertising Representative,False,,,2022-09-30,Any All,True,Advertising Representative,,003Ps00000frkn5IAA,517,156
Advertising Representative,False,,,2021-03-01,Any All,True,Advertising Representative,,003Ps00000frk0FIAQ,516,156
Reporter,False,,,2021-11-19,Any All,True,Reporter,,003Ps00000frjkVIAQ,515,156
Special Projects Reporter,False,,,1900-01-01,Any All,True,Special Projects Reporter,,003Ps00000frjiAIAQ,514,156
Staff Writer,False,,,2022-09-30,Any All,True,Staff Writer,,003Ps00000frjzbIAA,513,156
Managing Editor,False,,,2022-12-02,Any All,True,Managing Editor,,003Ps00000frjK2IAI,512,156
Senior Cemetery Counselor and Funeral Director,False,,,1900-01-01,Any All,True,Senior Cemetery Counselor and Funeral Director,001Ps00000l54fsIAA,003Ps00000frlWwIAI,511,156
Outreach and Special Projects Coordinator,False,,,2021-05-01,Any All,True,Outreach and Special Projects Coordinator,001Ps00000l54fsIAA,003Ps00000frlY0IAI,508,156
Family Counselor/Outreach Coordinator,False,,,2018-05-01,Any All,True,Family Counselor/Outreach Coordinator,001Ps00000l54fsIAA,003Ps00000frk0hIAA,507,156
Director of Cemeteries and Funeral Services,False,,,2021-05-01,Any All,True,Director of Cemeteries and Funeral Services,001Ps00000l54fsIAA,003Ps00000frjmBIAQ,506,156
"Coordinator, Pastoral Services",False,,,,Any All,True,"Coordinator, Pastoral Services",001Ps00000l54ftIAA,003Ps00000frjkoIAA,505,156
Administrative Assistant,False,,,2022-01-01,Any All,True,Administrative Assistant,001Ps00000l54frIAA,003Ps00000frjkfIAA,504,156
Office Administrator,False,,,2022-07-06,Any All,True,Office Administrator,001Ps00000l54frIAA,003Ps00000frjkPIAQ,503,156
Property Manager,False,,,2020-08-27,Any All,True,Property Manager,001Ps00000l54frIAA,003Ps00000frjkHIAQ,502,156
"Director, Human Resources",False,,,,Any All,True,"Director, Human Resources",001Ps00000l54frIAA,003Ps00000frjkFIAQ,501,156
"Case Instructor, Auditor",False,,,,Any All,True,"Case Instructor, Auditor",001Ps00000l54frIAA,003Ps00000frjOiIAI,500,156
Senior Accountant,False,,,,Any All,True,Senior Accountant,001Ps00000l54frIAA,003Ps00000frklwIAA,499,156
Development Assistant,False,,,2022-08-29,Any All,True,Development Assistant,001Ps00000l54frIAA,003Ps00000frklIIAQ,498,156
Communications Specialist,False,,,2018-06-18,Any All,True,Communications Specialist,001Ps00000l54frIAA,003Ps00000frkYCIAY,497,156
Development Associate,False,,,2023-10-19,Any All,True,Development Associate,001Ps00000l54frIAA,003Ps00000frkYBIAY,496,156
Payroll Accountant,False,,,,Any All,True,Payroll Accountant,001Ps00000l54frIAA,003Ps00000frk8BIAQ,495,156
"Coordinator, Youth and Young Adult Ministry",False,,,2019-09-30,Any All,True,"Coordinator, Youth and Young Adult Ministry",001Ps00000l54frIAA,003Ps00000frjipIAA,494,156
Archivist,False,,,,Any All,True,Archivist,001Ps00000l54frIAA,003Ps00000frjhWIAQ,493,156
Receptionist,False,,,2020-08-31,Any All,True,Receptionist,001Ps00000l54frIAA,003Ps00000frjhKIAQ,492,156
Administrative Assistant,False,,,2020-08-31,Any All,True,Administrative Assistant,001Ps00000l54frIAA,003Ps00000frlYNIAY,491,156
"Coordinator, People with Disabilities",False,,,2022-08-19,Any All,True,"Coordinator, People with Disabilities",001Ps00000l54frIAA,003Ps00000frjxaIAA,490,156
Associate Superintendent,False,,,2019-06-30,Any All,True,Associate Superintendent,001Ps00000l54frIAA,003Ps00000frkj1IAA,489,156
Senior Financial Analyst,False,,,,Any All,True,Senior Financial Analyst,001Ps00000l54frIAA,003Ps00000frkJSIAY,488,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l54frIAA,003Ps00000frjtSIAQ,487,156
Design Coordinator,False,,,2022-08-05,Any All,True,Design Coordinator,001Ps00000l54frIAA,003Ps00000frksjIAA,486,156
"Coordinator, Catholic Deaf Ministries",False,,,2019-05-02,Any All,True,"Coordinator, Catholic Deaf Ministries",001Ps00000l54frIAA,003Ps00000frkfwIAA,485,156
Administrative Assistant,False,,2019-05-01,2019-07-01,Any All,True,Administrative Assistant,001Ps00000l54frIAA,003Ps00000frkFaIAI,484,156
Bilingual Administrative Assistant,False,,,2018-08-01,Any All,True,Bilingual Administrative Assistant,001Ps00000l54frIAA,003Ps00000frjqiIAA,483,156
Internal Auditor,False,,,2020-08-31,Any All,True,Internal Auditor,001Ps00000l54frIAA,003Ps00000frjpIIAQ,482,156
Risk Manager,False,,,2019-06-30,Any All,True,Risk Manager,001Ps00000l54frIAA,003Ps00000frllFIAQ,481,156
General Counsel,False,,,,Any All,True,General Counsel,001Ps00000l54frIAA,003Ps00000frkpjIAA,480,156
Accountant,False,,,2023-07-01,Any All,True,Accountant,001Ps00000l54frIAA,003Ps00000frkoFIAQ,479,156
Risk Management,False,,,,Any All,True,Risk Management,001Ps00000l54frIAA,003Ps00000frkR1IAI,478,156
Administrative Assistant,False,,,2023-12-19,Any All,True,Administrative Assistant,001Ps00000l54frIAA,003Ps00000frkQqIAI,477,156
Media Services Specialist,False,,,2018-08-01,Any All,True,Media Services Specialist,001Ps00000l54frIAA,003Ps00000frknCIAQ,476,156
"Director, Development",False,,,2022-09-19,Any All,True,"Director, Development",001Ps00000l54frIAA,003Ps00000frlczIAA,474,156
"Director, Tribunal",False,,,,Any All,True,"Director, Tribunal",001Ps00000l54frIAA,003Ps00000frlciIAA,473,156
Support Services Assistant,False,,,2020-09-29,Any All,True,Support Services Assistant,001Ps00000l54frIAA,003Ps00000frlcTIAQ,472,156
Superintendent of Catholic Schools,False,,,2019-06-30,Any All,True,Superintendent of Catholic Schools,001Ps00000l54frIAA,003Ps00000frkD8IAI,471,156
"Director of Life, Justice and Peace",False,,,2020-08-31,Any All,True,"Director of Life, Justice and Peace",001Ps00000l54frIAA,003Ps00000frlnzIAA,470,156
Director of CSEFO,False,,,2023-04-01,Any All,True,Director of CSEFO,001Ps00000l54frIAA,003Ps00000frjmKIAQ,469,156
Property Management Coordinator,False,,,,Any All,True,Property Management Coordinator,001Ps00000l54frIAA,003Ps00000frlnnIAA,468,156
Associate Superintendent,False,,,2019-04-30,Any All,True,Associate Superintendent,001Ps00000l54frIAA,003Ps00000frjxXIAQ,467,156
Benefits Coordinator,False,,,2019-01-18,Any All,True,Benefits Coordinator,001Ps00000l54frIAA,003Ps00000frkOFIAY,466,156
Parochial Vicar,True,,2016-07-01,2017-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CV2IAM,003Ps00000frlckIAA,455,156
Director of Pastoral Services,True,,,,Any All,True,Director of Pastoral Services,001Ps00000l54fvIAA,003Ps00000frjshIAA,452,156
Chaplain,True,,,,Pastoral Assignment,True,Chaplain,001Ps00000l54fvIAA,003Ps00000frjsIIAQ,451,156
