,Name,Formal_Name__c,RecordTypeId,mbfc__Church_Type__c,mbfc__Deanery__c,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Phone,Fax,mbfc__Email__c,Website,mbfc__Mass_Times__c,mbfc__Abbreviation__c,mbfc__Religious_Suffix__c,mbfc__Type_Members__c,Description,Archdiocese_Assigns_Clergy__c,mbfc__Non_Latin__c,Disabled_Access__c,Locator_Description__c,Parent_Parish__c,mbfc__Date_Established__c,County__c,Sanctuary_Capacity__c,Religious_Secular_Order__c,Pontifical_or_Diocesan_Order__c,Archdiocesan_School_Code__c,Grades_Provided__c,Job_Id__c,Archdpdx_Migration_Id__c,mbfc__Organization_Type__c,ParentId
175,"Resurrection, Tualatin",Resurrection,012Ps000002fU2bIAE,Parish,0017x0000107knVAAQ,"Resurrection Parish
21060 SW Stafford Rd",Tualatin,OR,97062,,503-638-1579,503-638-8754,office@rcparish.org,https://rcparish.org/,"<p><strong>Weekend Mass</strong></p><p>Sat 4:30 pm<br>Sun 8:30 am, 11:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Wed Noon<br>Thu 8:30 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Sat 3:30 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,I-205 and Stafford Rd,,1981-01-01,Clackamas,800.0,,,,,152,Parishes_147,,0017x0000107vUEAAY
176,"St. Catherine of Siena, Veneta",St. Catherine of Siena,012Ps000002fU2bIAE,Parish,0017x0000107knLAAQ,"St. Catherine of Siena Parish
PO Box 277",Veneta,OR,97487,,541-935-3933,541-935-4184,stcofsienaveneta@aol.com,http://www.stcveneta.com/,"<p><strong>Weekend Mass</strong></p><p>Sun 9:00 am, 11:00 am (Latin)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tue 6:30 pm (Latin)<br>1st Friday 9:00 am (Latin)<br></p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Tuesday 7:00–8:00 pm<br>Thursday 6:10–7:00 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Thursday 10:00 am-6:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,25181 E Broadway Ave,,1954-01-01,Lane,165.0,,,,,152,Parishes_148,,0017x0000107vUEAAY
177,"Visitation of the Blessed Virgin Mary, Verboort",Visitation of the Blessed Virgin Mary,012Ps000002fU2bIAE,Parish,0017x0000107knUAAQ,"Visitation of the Blessed Virgin Mary Parish
4285 NW Visitation Road",Forest Grove,OR,97116,,503-357-3860,503-359-0819,churchsecretary@vcsknights.org,https://www.verboort.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:00 am, 10:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday, Tuesday, Thursday 8:00 am<br>Fri 8:30 am (School Mass)</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 4:00 pm<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,False,,,1875-01-01,Washington,0.0,,,,,152,Parishes_149,,0017x0000107vUEAAY
178,"St. Mary, Vernonia",St. Mary,012Ps000002fU2bIAE,Parish,0017x0000107knHAAQ,"St. Mary Parish
PO Box 312",Vernonia,OR,97064,,503-429-8841,503-429-7871,maryscatholicchurch@frontier.com,https://www.facebook.com/StMarysofVernonia,<p><strong>Weekend Mass</strong></p><p>Sunday 12:00 Noon</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,960 Missouri Ave,,1923-01-01,Columbia,150.0,,,,,152,Parishes_150,,0017x0000107vUEAAY
179,"St. Anthony, Waldport",St. Anthony,012Ps000002fU2bIAE,Parish,0017x0000107knFAAQ,"St. Anthony Parish
PO Box 770",Waldport,OR,97394,,541-563-3246,541-563-3734,stanthonywaldport@gmail.com,https://stanthonywaldport.org/,<p><strong>Weekend Mass</strong></p><p>Saturday 4:00 pm<br>Sunday 10:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tue-Fri 9:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 3:30–4:00 pm<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,685 NE Broadway St,,1949-01-01,Lincoln,0.0,,,,,152,Parishes_151,,0017x0000107vUEAAY
180,"St. John in the Woods Mission, Welches",St. John in the Woods,012Ps000002fU2bIAE,Parish,0017x0000107knJAAQ,"St. John in the Woods Mission
18090 SE Langensand Rd",Sandy,OR,97055,,503-668-4446,503-668-4446,office@stmichaelsandy.org,https://mjaparishescluster.org/,<p><strong>Weekend Mass</strong></p><p>Sunday 8:00 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,24905 E Woodsey Way,0017x0000107tL7AAI,,Clackamas,0.0,,,,,152,Parishes_152,,0017x0000107vUEAAY
181,"St. Cyril, Wilsonville",St. Cyril,012Ps000002fU2bIAE,Parish,0017x0000107knVAAQ,"St. Cyril Parish
9205 SW 5th St",Wilsonville,OR,97070,,503-682-2332,,office@stcyrilparish.org,http://www.stcyrilparish.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:00 am, 10:30 am, 1:30 pm (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday 6:30 pm (Español)<br>Wednesday-Friday Noon</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 4:00–4:30 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Thursday 12:30 pm–1:00 pm, 6:00–6:30 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,9210 SW 5th St,,1926-01-01,Clackamas,275.0,,,,,152,Parishes_153,,0017x0000107vUEAAY
182,"St. Luke, Woodburn",St. Luke,012Ps000002fU2bIAE,Parish,0017x0000107knKAAQ,"St. Luke Parish
417 Harrison St",Woodburn,OR,97071,,503-981-5011,503-981-5012,stluke1899@gmail.com,https://www.stlukewoodburn.net/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm, 7:00 pm (Español)<br>Sunday 7:30 am, 9:30 am, 11:30 am (Español), 1:30 pm (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday–Thursday 8:00 am<br>Thursday 6:30 pm (Español)<br>Friday 9:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Thursday 5:00–5:45 pm<br>Saturday 4:00–4:45 pm<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1899-01-01,Marion,700.0,,,,,152,Parishes_154,,0017x0000107vUEAAY
183,"St. John the Evangelist, Yamhill",St. John the Evangelist,012Ps000002fU2bIAE,Parish,0017x0000107knWAAQ,"St. John the Evangelist Parish
445 N Maple St",Yamhill,OR,97148,,503-662-4291,503-662-0047,stjohnyamhill@gmail.com,https://stjohnyamhill.org/,<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:30 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday–Thursday 8:30 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 4:00–4:45 pm</p><p><br></p><p><strong>Adoration</strong></p><p>Thursday 9:30–11:00 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,,,1910-01-01,Yamhill,200.0,,,,,152,Parishes_155,,0017x0000107vUEAAY
184,"St. Thomas More Newman Center, Eugene",St. Thomas More Newman Center,012Ps000002fU2bIAE,Parish,0017x0000107knLAAQ,"St. Thomas More Newman Center Parish
1850 Emerald St",Eugene,OR,97403,,541-343-7021,541-686-8208,secretary@uonewman.org,https://www.uonewman.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 9:00, 11:00 am, 7:30 pm (student Mass)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday-Friday 5:15 pm<br>Wednesday 7:30 pm (student Mass)</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 4:00-4:15 pm<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,False,False,True,,,1967-01-01,Lane,0.0,,,,,152,Parishes_173,,0017x0000107vUEAAY
254,"St. Rose School, Portland",St. Rose School,012Ps000002fU2eIAE,,,5309 NE Alameda St,Portland,OR,,,503-281-1912,503-281-0554,mrandazzo@strosepdx.org,https://strosepdxschool.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tKpAAI,1913-01-01,,,,,12-PDXARCS,PK-8,152,Schools_1,School,0017x0000107tKpAAI
255,"St. Cecilia School, Beaverton",St. Cecilia School,012Ps000002fU2eIAE,,,12250 SW 5th St,Beaverton,OR,,,503-644-2619,503-646-4217,,http://www.stceciliaschool.us/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x00001080XgAAI,,,,,,12-BEACECS,PS-8,152,Schools_2,School,0017x00001080XgAAI
256,"Cathedral School, Portland",Cathedral School,012Ps000002fU2eIAE,,,110 NW 17th Ave,Portland,OR,,,503-275-9370,503-275-9378,info@cathedral-or.org,http://www.cathedral-or.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tKhAAI,1896-01-01,,,,,12-PDXCATS,PK-8,152,Schools_3,School,0017x0000107tKhAAI
257,"St. Francis of Assisi School, Banks (Roy)",St. Francis of Assisi School,012Ps000002fU2eIAE,,,39085 NW Harrington Rd,Banks,OR,,,503-324-2182,503-324-7032,sfa.royschool@gmail.com,https://www.sfa-roy.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tL1AAI,1912-01-01,,,,,12-ROYFRAS,PS-8,152,Schools_5,School,0017x0000107tL1AAI
258,"Holy Trinity School, Beaverton",Holy Trinity School,012Ps000002fU2eIAE,,,13755 SW Walker Rd,Beaverton,OR,,,503-644-5748,,admin@htsch.org,https://www.htsch.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x00001080XfAAI,1963-01-01,,,,,12-BEAHOLS,PK-8,152,Schools_6,School,0017x00001080XfAAI
259,"Valley Catholic Elementary School, Beaverton",Valley Catholic Elementary School,012Ps000002fU2eIAE,,,4420 SW St Marys Dr,Beaverton,OR,,,503-718-6500,503-718-6520,yayesiga@valleycatholic.org,https://www.valleycatholic.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,False,False,False,,,,,,,,12-BEAVALE,K-5,152,Schools_8,School,
260,"Valley Catholic Middle School, Beaverton",Valley Catholic Middle School,012Ps000002fU2eIAE,,,4420 SW St Marys Dr,Beaverton,OR,,,503-718-6500,503-718-6520,jgfroerer@valleycatholic.org,https://www.valleycatholic.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,False,False,False,,,,,,,,12-BEAVALJ,6-8,152,Schools_9,School,
261,"Valley Catholic High School, Beaverton",Valley Catholic High School,012Ps000002fU2eIAE,,,4275 SW 148th Dr,Beaverton,OR,,,503-644-3745,503-646-4054,dierardi@valleycatholic.org,https://www.valleycatholic.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,False,False,False,,,,,,,,12-BEAVALH,9-12,152,Schools_10,School,
262,"Blanchet Catholic School, Salem",Blanchet Catholic School,012Ps000002fU2eIAE,,,4373 Market St NE,Salem,OR,,,503-391-2639,503-399-1259,info@blanchetcatholicschool.com,http://www.blanchetcatholicschool.com/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,,,,,,,12-SALBLAS,6-12,152,Schools_11,School,
263,"Central Catholic High School, Portland",Central Catholic High School,012Ps000002fU2eIAE,,,2401 SE Stark St,Portland,OR,,,503-235-3138,503-233-0073,info@centralcatholichigh.org,https://www.centralcatholichigh.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,,1939-01-01,,,,,12-PDXCENS,9-12,152,Schools_12,School,
264,"De La Salle North Catholic High School, Portland",De La Salle North Catholic High School,012Ps000002fU2eIAE,,,4300 NE Killingsworth St,Portland,OR,,,503-285-9385,503-285-9546,info@dlsnc.org,https://www.delasallenorth.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,False,False,False,,,2001-01-01,,,,,12-PDXDELS,9-12,152,Schools_13,School,
265,"Jesuit High School, Beaverton",Jesuit High School,012Ps000002fU2eIAE,,,9000 SW Beaverton-Hillsdale Hwy,Portland,OR,,,503-292-2663,503-291-5464,,https://www.jesuitportland.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,False,False,False,,,,,,,,12-PDXJESS,9-12,152,Schools_14,School,
266,"La Salle Catholic College Preparatory, Milwaukie",La Salle Catholic College Preparatory,012Ps000002fU2eIAE,,,11999 SE Fuller Rd,Milwaukie,OR,,,503-659-4155,503-659-2535,info@lsprep.org,https://www.lsprep.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,False,False,False,,,,,,,,12-MILLASS,9-12,152,Schools_15,School,
267,"Marist Catholic High School, Eugene",Marist Catholic High School,012Ps000002fU2eIAE,,,1900 Kingsley Rd,Eugene,OR,,,541-686-2234,541-342-6451,,https://www.marisths.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,,,,,,,12-EUGMARS,9-12,152,Schools_16,School,
268,"Regis High School, Stayton",Regis High School,012Ps000002fU2eIAE,,,550 W Regis St,Stayton,OR,,,503-769-2159,,office@regishighschool.net,https://www.regisstmary.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,Regis Campus,,1963-01-01,,,,,12-STAREGS,9-12,152,Schools_17,School,
269,"St. Mary’s Academy, Portland",St. Mary’s Academy,012Ps000002fU2eIAE,,,1615 SW Fifth Ave,Portland,OR,,,503-228-8306,503-223-0995,info@smapdx.org,https://www.stmaryspdx.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,False,False,False,,,1834-01-01,,,,,12-PDXMRYS,9-12 (girls),152,Schools_18,School,
270,"St. Mary’s School, Medford",St. Mary’s School,012Ps000002fU2eIAE,,,816 Black Oak Dr,Medford,OR,,,541-773-7877,541-772-8973,,https://www.smschool.us/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,,1971-01-01,,,,,12-MEDMRYS,5-12,152,Schools_19,School,
271,"O’Hara Catholic School, Eugene",O’Hara Catholic School,012Ps000002fU2eIAE,,,715 W 18th Ave,Eugene,OR,,,541-485-5291,541-484-9138,info@oharaschool.org,https://www.oharaschool.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,,1889-01-01,,,,,12-EUGOHAS,PS-8,152,Schools_20,School,
272,"St. Paul Parish School, Eugene",St. Paul Parish School,012Ps000002fU2eIAE,,,1201 Satre St,Eugene,OR,,,541-344-1401,541-344-2572,kbraud@saintpaul-school.org,https://www.saintpaul-school.org,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x00001080Y1AAI,,,,,,12-EUGPAUS,PS-8,152,Schools_21,School,0017x00001080Y1AAI
273,"Visitation Catholic School, Forest Grove",Visitation Catholic School,012Ps000002fU2eIAE,,,4189 NW Visitation Rd,Forest Grove,OR,,,503-357-6990,503-359-0819,secretary@vcsknights.org,http://www.vcsknights.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tLTAAY,1883-01-01,,,,,12-VBTVISS,PS-8,152,Schools_22,School,0017x0000107tLTAAY
274,"Sacred Heart Catholic School, Gervais",Sacred Heart Catholic School,012Ps000002fU2eIAE,,,PO Box 215,Gervais,OR,,,503-792-4541,503-792-3826,shssecretary@shstl.org,https://school.shstl.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,515 7th St,0017x00001080Y5AAI,,,,,,12-GERSACS,PK-8,152,Schools_23,School,0017x00001080Y5AAI
275,"St. Anne Catholic School, Grants Pass",St. Anne Catholic School,012Ps000002fU2eIAE,,,1131 NE 10th St,Grants Pass,OR,,,541-479-1582,541-476-2194,sprestianni@stannegp.com,https://stanneschoolgp.com/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x00001080Y9AAI,1992-01-01,,,,,12-GRPANNS,PK-5,152,Schools_24,School,0017x00001080Y9AAI
276,"St. Matthew Catholic School, Hillsboro",St. Matthew Catholic School,012Ps000002fU2eIAE,,,221 SE Walnut St,Hillsboro,OR,,,503-648-2512,503-648-4518,info@stmatthewschoolhillsboro.org,http://www.stmatthewschoolhillsboro.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x00001080YDAAY,1914-01-01,,,,,12-HILMATS,PS-8,152,Schools_25,School,0017x00001080YDAAY
277,"Our Lady of the Lake School, Lake Oswego",Our Lady of the Lake School,012Ps000002fU2eIAE,,,650 A Ave,Lake Oswego,OR,,,503-636-2121,503-635-7760,cbuich@ollschool-lakeoswego.org,https://oll.school/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x00001080YLAAY,,,,,,12-LKOOLLS,K-8,152,Schools_26,School,0017x00001080YLAAY
278,"St. James Catholic School, McMinnville",St. James Catholic School,012Ps000002fU2eIAE,,,206 NE Kirby St,McMinnville,OR,,,503-472-2661,503-472-5201,schooloffice@stjamesmac.com,https://stjamesmac-school.com/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x00001080YPAAY,,,,,,12-MCMJAMS,PS-8,152,Schools_27,School,0017x00001080YPAAY
279,"Sacred Heart Catholic School, Medford",Sacred Heart Catholic School,012Ps000002fU2eIAE,,,431 S Ivy St,Medford,OR,,,541-772-4105,541-732-0633,principal@shcs.org,http://www.shcs.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x00001080YQAAY,1865-01-01,,,,,12-MEDSACS,PS-8,152,Schools_28,School,0017x00001080YQAAY
280,"Christ the King Parish School, Milwaukie",Christ the King Parish School,012Ps000002fU2eIAE,,,7414 SE Michael Dr,Milwaukie,OR,,,503-785-2411,,office@ctkweb.org,https://ctkweb.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x00001080YSAAY,,,,,,12-MILCTKS,PK-8,152,Schools_29,School,0017x00001080YSAAY
281,"St. John the Baptist Catholic School, Milwaukie",St. John the Baptist Catholic School,012Ps000002fU2eIAE,,,10956 SE 25th Ave,Milwaukie,OR,,,503-654-0200,503-654-8419,info@sjbcatholicschool.org,https://www.sjbcatholicschool.org/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x00001080YTAAY,,,,,,12-MILJOHS,PS-8,152,Schools_30,School,0017x00001080YTAAY
282,"St. John the Apostle Catholic School, Oregon City",St. John the Apostle Catholic School,012Ps000002fU2eIAE,,,516 5th St,Oregon City,OR,,,503-742-8230,,office@sja-eagles.com,http://sja-eagles.com/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tKGAAY,1844-01-01,,,,,12-OREJOHS,PK-8,152,Schools_31,School,0017x0000107tKGAAY
283,"All Saints School, Portland",All Saints School,012Ps000002fU2eIAE,,,601 NE Cesar E Chavez Blvd,Portland,OR,,,503-236-6205,503-236-0781,office@allsaintsportland.com,https://allsaintsportland.com/,<p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,,0017x0000107tKIAAY,1936-01-01,,,,,12-PDXALLS,PK-8,152,Schools_32,School,0017x0000107tKIAAY
